,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,105-17-000026,15-Nov-2017,19-Jan-2018,Water supply annual maintenance and repairs in ward no-105 Agarahara Dasarahalli,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1802 Water Supply New Areas,Akshay Enterprises Prop Smt R Nirmala,9916320483,,Running,000089,18-Dec-2017,000186,14-Mar-2018,000214,14-Mar-2018,007620,28-Nov-2018,000280 / 03-Dec-2018 in RTGS,1451140,Fourteen Lakh Fifty One Thousand One Hundred Fourty ,74110,Seventy Four Thousand One Hundred Ten,1377030,Thirteen Lakh Seventy Seven Thousand Thirty 
85,85,105-17-000019,01-Jun-2017,30-Aug-2017,Construction of RCC drain and culverts at 3rd main in between 10th to 12th cross   in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Sri M Anil Kumar,8880336906,,First and Final,000075,22-Nov-2017,000101,23-Nov-2017,000093,23-Nov-2017,002190,28-May-2019,000065 / 30-May-2019 in RTGS,925552,Nine Lakh Twenty Five Thousand Five Hundred Fifty Two,42710,Fourty Two Thousand Seven Hundred Ten,882842,Eight Lakh Eighty Two Thousand Eight Hundred Fourty Two
86,86,105-17-000022,01-Jun-2017,30-Aug-2017,Restoration road cutting portions of CC roads  in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Sri M Anil Kumar,8880336906,,First and Final,000076,22-Nov-2017,000100,23-Nov-2017,,           ,,           ,Under Process in Executive Engineer,473596,Four Lakh Seventy Three Thousand Five Hundred Ninety Six,0,,0,
87,87,105-17-000042,17-Oct-2017,12-Jan-2018,"Drilling of Borewells at KHB Colony, A D Halli M C Layout Surrounding areas in ward no 105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3167 Special Development works in ward No.119, 124, 131, 133, 157, 171, 177, 181, 192, 184, 185, 194, 155, 105, 90, 91, 92, 98, 09, 11, 02, 65 (Rs.100 lakhs per ward)",Lokesha L,8095408504,,First and Final,000066,26-Oct-2017,000189,15-Mar-2018,000226,16-Mar-2018,008204,21-Dec-2018,000310 / 02-Jan-2019 in RTGS,2779242,Twenty Seven Lakh Seventy Nine Thousand Two Hundred Fourty Two,125671,One Lakh Twenty Five Thousand Six Hundred Seventy One,2653571,Twenty Six Lakh Fifty Three Thousand Five Hundred Seventy One
88,88,105-16-000030,06-Sep-2017,02-Nov-2017,Sub Estimate for Development of Basava vana park in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,"P0290 BBMP Assets - Fencing of Vacant BMP Land (including Parks, Playgrounds and Gardens)",Executive Engineer 2 KRIDL,9900333498,,First and Final,000051,06-Sep-2017,000122,22-Mar-2018,000149,22-Mar-2018,004504,16-Aug-2019,000166 / 27-Aug-2019 in RTGS,499810,Four Lakh Ninety Nine Thousand Eight Hundred Ten,62978,Sixty Two Thousand Nine Hundred Seventy Eight,436832,Four Lakh Thirty Six Thousand Eight Hundred Thirty Two
89,89,105-16-000002,01-Nov-2020,31-Jan-2021,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Final,000027,26-Jul-2017,000068,11-Feb-2022,000069,16-Feb-2022,,           ,Under Process in EE (Acts. Supdt.),218290,Two Lakh Eighteen Thousand Two Hundred Ninety ,17214,Seventeen Thousand Two Hundred Fourteen,201076,Two Lakh One Thousand Seventy Six
90,90,105-16-000002,01-Apr-2020,31-Oct-2020,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000027,26-Jul-2017,000122,23-Dec-2020,000122,23-Dec-2020,004647,02-Mar-2021,000287 / 05-Mar-2021 in RTGS,518943,Five Lakh Eighteen Thousand Nine Hundred Fourty Three,52420,Fifty Two Thousand Four Hundred Twenty ,466523,Four Lakh Sixty Six Thousand Five Hundred Twenty Three
91,91,105-16-000002,01-Aug-2019,31-Mar-2020,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000027,26-Jul-2017,000010,16-May-2020,000010,16-May-2020,001092,24-Jun-2020,000103 / 29-Jun-2020 in RTGS,594706,Five Lakh Ninety Four Thousand Seven Hundred Six,58794,Fifty Eight Thousand Seven Hundred Ninety Four,535912,Five Lakh Thirty Five Thousand Nine Hundred Twelve
92,92,105-16-000002,01-Jan-2019,31-Jul-2019,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000027,26-Jul-2017,000053,23-Sep-2019,000054,23-Sep-2019,005792,17-Oct-2019,000228 / 19-Oct-2019 in RTGS,520743,Five Lakh Twenty  Thousand Seven Hundred Fourty Three,51477,Fifty One Thousand Four Hundred Seventy Seven,469266,Four Lakh Sixty Nine Thousand Two Hundred Sixty Six
93,93,105-16-000002,01-Jan-2018,31-Dec-2018,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000027,26-Jul-2017,000010,18-May-2019,000012,18-May-2019,003205,27-Jun-2019,000102 / 02-Jul-2019 in RTGS,895665,Eight Lakh Ninety Five Thousand Six Hundred Sixty Five,88543,Eighty Eight Thousand Five Hundred Fourty Three,807122,Eight Lakh Seven Thousand One Hundred Twenty Two
94,94,105-16-000002,01-Feb-2017,31-Dec-2017,Annual Operation And maintenance Of Street Lights at  Agrahara Dasarahalli in Ward No- 105,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000027,26-Jul-2017,000136,28-Mar-2018,000164,31-Mar-2018,004379,25-Jul-2018,000146 / 27-Jul-2018 in RTGS,887764,Eight Lakh Eighty Seven Thousand Seven Hundred Sixty Four,45276,Fourty Five Thousand Two Hundred Seventy Six,842488,Eight Lakh Fourty Two Thousand Four Hundred Eighty Eight
95,95,105-16-000009,29-Jul-2016,28-Jan-2017,Providing silt and tractor in ward No. 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Ravikumar K,8050227598,,Running,000025,18-Jul-2017,000014,21-Jul-2017,000032,21-Jul-2017,005824,19-Sep-2018,000219 / 27-Sep-2018 in RTGS,696500,Six Lakh Ninety Six Thousand Five Hundred ,42547,Fourty Two Thousand Five Hundred Fourty Seven,653953,Six Lakh Fifty Three Thousand Nine Hundred Fifty Three
96,96,105-17-000001,13-Jun-2017,30-Jun-2017,Providing fencing to BBMP Property near Sidya Sunshine Apartment of Magadi road in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P0607 Fencing of BBMP Properties (Other than gardens, parks)",Technical Manager West KRIDL,9900000000,,First and Final,000024,18-Jul-2017,000018,21-Jul-2017,000030,21-Jul-2017,005733,11-Sep-2018,000203 / 14-Sep-2018 in RTGS,649000,Six Lakh Fourty Nine Thousand ,85079,Eighty Five Thousand Seventy Nine,563921,Five Lakh Sixty Three Thousand Nine Hundred Twenty One
97,97,105-17-000013,04-Apr-2017,29-May-2017,Providing Street Name boards in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,K Raju,9900123234,,First and Final,000026,18-Jul-2017,000015,21-Jul-2017,000033,21-Jul-2017,001197,27-Apr-2019,000037 / 06-May-2019 in RTGS,990837,Nine Lakh Ninety  Thousand Eight Hundred Thirty Seven,119949,One Lakh Nineteen Thousand Nine Hundred Fourty Nine,870888,Eight Lakh Seventy  Thousand Eight Hundred Eighty Eight
98,98,105-17-000021,29-May-2017,30-Jun-2017,Removing historical debries at cross roads 1st A main MC layout and sesilting in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Rajashekar B M,7829336612,,First and Final,000023,18-Jul-2017,000017,21-Jul-2017,000034,21-Jul-2017,002424,06-Jun-2019,000076 / 12-Jun-2019 in RTGS,449500,Four Lakh Fourty Nine Thousand Five Hundred ,29728,Twenty Nine Thousand Seven Hundred Twenty Eight,419772,Four Lakh Nineteen Thousand Seven Hundred Seventy Two
99,99,105-17-000022,01-Jun-2017,30-Aug-2017,Restoration road cutting portions of CC roads  in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,M Anilkumar,8880336906,,First and Final,000051,01-Jun-2017,000102,23-Nov-2017,000094,23-Nov-2017,002423,06-Jun-2019,000076 / 12-Jun-2019 in RTGS,473597,Four Lakh Seventy Three Thousand Five Hundred Ninety Seven,22200,Twenty Two Thousand Two Hundred ,451397,Four Lakh Fifty One Thousand Three Hundred Ninety Seven
100,100,105-16-000012,29-May-2017,28-Jun-2017,Repairs and Maintenance of BBMP Buildings in ward Jurisdiction in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Shyam Sundar G,7829200900,,First and Final,000o53,29-May-2017,000071,30-Jun-2017,000192,30-Jun-2017,010098,28-Mar-2019,000390 / 28-Mar-2019 in RTGS,437300,Four Lakh Thirty Seven Thousand Three Hundred ,28921,Twenty Eight Thousand Nine Hundred Twenty One,408379,Four Lakh Eight Thousand Three Hundred Seventy Nine
101,101,105-17-000015,17-May-2017,30-Jun-2017,Construction of RCC Drain at 1st cross KHB colony near Sharada Apartement in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,M Krishna,9035489036,,First and Final,000035,17-May-2017,000042,16-Aug-2017,000058,19-Aug-2017,001268,02-May-2019,000037 / 06-May-2019 in RTGS,951010,Nine Lakh Fifty One Thousand Ten,62826,Sixty Two Thousand Eight Hundred Twenty Six,888184,Eight Lakh Eighty Eight Thousand One Hundred Eighty Four
102,102,105-17-000018,17-May-2017,30-Jun-2017,Construction of RCC drain CC road and UGD system in 1st main from swathi hotel to veeresh theatre and surrounding area  in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,M Krishna,9035489036,,First and Final,000036,17-May-2017,000043,17-Aug-2017,000061,19-Aug-2017,001271,02-May-2019,000037 / 06-May-2019 in RTGS,1902030,Nineteen Lakh Two Thousand Thirty ,125593,One Lakh Twenty Five Thousand Five Hundred Ninety Three,1776437,Seventeen Lakh Seventy Six Thousand Four Hundred Thirty Seven
103,103,105-17-000020,17-May-2017,30-Jun-2017,Construction of RCC drain to 7th A main and 19th cross of KHB colony and Basavana park surrounding area  in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,M Krishna,9035489036,,First and Final,000033,17-May-2017,000041,16-Aug-2017,000059,19-Aug-2017,001269,02-May-2019,000037 / 06-May-2019 in RTGS,2364877,Twenty Three Lakh Sixty Four Thousand Eight Hundred Seventy Seven,152315,One Lakh Fifty Two Thousand Three Hundred Fifteen,2212562,Twenty Two Lakh Twelve Thousand Five Hundred Sixty Two
104,104,105-14-000014,16-Feb-2017,28-Apr-2017,Emergency works in ward No. 105  for the year 2013-14 Construction of culverts at 12th cross 11th cross and 10th cross of A d  halli 2nd main 3rd main KHB colony and providing fencing of CA site and water supply lane in Ward juridiction,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,S Raghaberndra ,9845930585,,First and Final,000011,16-Feb-2017,00010a,28-Apr-2017,000021,28-Apr-2017,005839,20-Sep-2018,000217 / 27-Sep-2018 in RTGS,1599000,Fifteen Lakh Ninety Nine Thousand ,105594,One Lakh Five Thousand Five Hundred Ninety Four,1493406,Fourteen Lakh Ninety Three Thousand Four Hundred Six
105,105,105-15-000007,16-Feb-2017,28-Apr-2017,Emergency works in ward No. 105  for the year 2014-15 Construction of culverts at 2nd cross 4th main 4th cross AD Halli 6th cross 6th main KHB colony and removal deberies at CA site in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Raghavendra S,9845930585,,First and Final,000012,16-Feb-2017,000009,28-Apr-2017,000020,28-Apr-2017,006009,01-Oct-2018,000230 / 12-Oct-2018 in RTGS,1721283,Seventeen Lakh Twenty One Thousand Two Hundred Eighty Three,113662,One Lakh Thirteen Thousand Six Hundred Sixty Two,1607621,Sixteen Lakh Seven Thousand Six Hundred Twenty One
106,106,105-17-000005,30-Dec-2016,24-Jul-2017,Providing  outdoor Gym equipments and other development works to Vivekananda park  in  Ward no-105  A D Halli,105 Agrahara Dasarahalli,Executive Engineer SWM 1 Central Zone,P0311 Landscape Development Of Parks/Medians/Boulevants and Circles(Janoodya Works),"Executive Engineer, KRIDL",9886660709,,Running,000027,30-Dec-2016,000065,22-Nov-2017,000080,22-Nov-2017,007909,11-Dec-2018,000292 / 14-Dec-2018 in RTGS,2355485,Twenty Three Lakh Fifty Five Thousand Four Hundred Eighty Five,289734,Two Lakh Eighty Nine Thousand Seven Hundred Thirty Four,2065751,Twenty  Lakh Sixty Five Thousand Seven Hundred Fifty One
107,107,105-16-000030,03-Sep-2016,16-Sep-2016,Development of Basava vana park in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Project West Zone,"P0290 BBMP Assets - Fencing of Vacant BMP Land (including Parks, Playgrounds and Gardens)",EE-2 KRIDL (West),9984571345,,Running,000013,03-Sep-2016,000151,16-Sep-2016,000453,07-Oct-2016,009831,20-Feb-2018,000401 / 21-Feb-2018 in RTGS,1295459,Twelve Lakh Ninety Five Thousand Four Hundred Fifty Nine,195135,One Lakh Ninety Five Thousand One Hundred Thirty Five,1100324,Eleven Lakh Three Hundred Twenty Four
108,108,105-16-000025,18-Aug-2016,28-Mar-2017,"Providing Drinking Water Supply Pipelines in KHB Colony in between 1st Cross to 8th Cross, selected reaches in Agrahara dasarahalli Ward No-105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P2178 Works sanctioned by Dy. Mayor,Technical Manager West KRIDL,9900000000,,Final,000041,18-Aug-2016,000176,28-Mar-2017,000895,31-Mar-2017,006017,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,419635,Four Lakh Nineteen Thousand Six Hundred Thirty Five,55998,Fifty Five Thousand Nine Hundred Ninety Eight,363637,Three Lakh Sixty Three Thousand Six Hundred Thirty Seven
109,109,105-16-000026,18-Aug-2016,28-Mar-2017,"Providing Drinking Water Supply Pipelines in Agrahara Dasarahalli inbetween 1st Cross to 12th Cross, selected reaches in agrahara dasarahalli Ward No-105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P2178 Works sanctioned by Dy. Mayor,Technical Manager West KRIDL,9900000000,,Second and Final,000042,18-Aug-2016,000174,28-Mar-2017,000893,31-Mar-2017,006019,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,385934,Three Lakh Eighty Five Thousand Nine Hundred Thirty Four,48862,Fourty Eight Thousand Eight Hundred Sixty Two,337072,Three Lakh Thirty Seven Thousand Seventy Two
110,110,105-16-000027,18-Aug-2016,28-Mar-2017,"Desiliting  and  repair works to Drains in Agrahara Dasarahalli inbetween 1st Main to 4th Main, selected reaches in Agrahara dasarahalli Ward No-105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P2178 Works sanctioned by Dy. Mayor,Technical Manager West KRIDL,9900000000,,First and Final,000043,18-Aug-2016,000177,28-Mar-2017,000896,31-Mar-2017,005456,28-Aug-2018,000193 / 03-Sep-2018 in RTGS,1499853,Fourteen Lakh Ninety Nine Thousand Eight Hundred Fifty Three,205763,Two Lakh Five Thousand Seven Hundred Sixty Three,1294090,Twelve Lakh Ninety Four Thousand Ninety 
111,111,105-16-000028,18-Aug-2016,28-Mar-2017,Providing Drinking Water supply Pipeline in M C Layout selected reaches in Agrahara Dasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,Technical Manager West KRIDL,9900000000,,Final,000040,18-Aug-2016,000175,28-Mar-2017,000894,31-Mar-2017,006021,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,59675,Fifty Nine Thousand Six Hundred Seventy Five,9581,Nine Thousand Five Hundred Eighty One,50094,Fifty  Thousand Ninety Four
112,112,105-16-000029,18-Aug-2016,31-Jan-2017,Repairs and construction of RCC drain to 2nd main KHB colony in Agrahara dasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,Technical Manager West KRIDL,9900000000,,First and Final,000039,18-Aug-2016,000124,31-Jan-2017,000743,31-Jan-2017,003822,16-Jul-2018,000128 / 18-Jul-2018 in RTGS,997413,Nine Lakh Ninety Seven Thousand Four Hundred Thirteen,150123,One Lakh Fifty  Thousand One Hundred Twenty Three,847290,Eight Lakh Fourty Seven Thousand Two Hundred Ninety 
113,113,105-16-000025,18-Aug-2016,29-Dec-2016,"Providing Drinking Water Supply Pipelines in KHB Colony in between 1st Cross to 8th Cross, selected reaches in Agrahara dasarahalli Ward No-105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P2178 Works sanctioned by Dy. Mayor,Technical Manager West KRIDL,9900000000,,Running,000041,18-Aug-2016,000100,29-Dec-2016,000652,29-Dec-2016,006536,06-Oct-2017,000242 / 06-Oct-2017 in RTGS,1333313,Thirteen Lakh Thirty Three Thousand Three Hundred Thirteen,188256,One Lakh Eighty Eight Thousand Two Hundred Fifty Six,1145057,Eleven Lakh Fourty Five Thousand Fifty Seven
114,114,105-16-000026,18-Aug-2016,29-Dec-2016,"Providing Drinking Water Supply Pipelines in Agrahara Dasarahalli inbetween 1st Cross to 12th Cross, selected reaches in agrahara dasarahalli Ward No-105",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P2178 Works sanctioned by Dy. Mayor,Technical Manager West KRIDL,9900000000,,Running,000042,18-Aug-2016,000098,29-Dec-2016,000653,29-Dec-2016,006018,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,1366698,Thirteen Lakh Sixty Six Thousand Six Hundred Ninety Eight,192363,One Lakh Ninety Two Thousand Three Hundred Sixty Three,1174335,Eleven Lakh Seventy Four Thousand Three Hundred Thirty Five
115,115,105-16-000028,18-Aug-2016,29-Dec-2016,Providing Drinking Water supply Pipeline in M C Layout selected reaches in Agrahara Dasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,Technical Manager West KRIDL,9900000000,,Running,000040,18-Aug-2016,000099,29-Dec-2016,000654,29-Dec-2016,006022,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,1402422,Fourteen Lakh Two Thousand Four Hundred Twenty Two,196398,One Lakh Ninety Six Thousand Three Hundred Ninety Eight,1206024,Twelve Lakh Six Thousand Twenty Four
116,116,105-15-000047,10-Aug-2016,30-Nov-2016,Providing and construction of mini water supply tank and providing distribution line in BRI colony  in ward no-105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",Ravikumar K,9900123234,,First and Final,000038,10-Aug-2016,000095,30-Nov-2016,000637,30-Nov-2016,003875,13-Jul-2017,000139 / 14-Jul-2017 in RTGS,775934,Seven Lakh Seventy Five Thousand Nine Hundred Thirty Four,48300,Fourty Eight Thousand Three Hundred ,727634,Seven Lakh Twenty Seven Thousand Six Hundred Thirty Four
117,117,105-15-000021,29-Aug-2016,30-Sep-2016,Providing and construction of mini water supply tank and providing distribution line in Agrahara Dasarahalli ward jurdiction in Ward no-105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1802 Water Supply New Areas,N Damodaram,9480307777,,First and Final,000031,09-Aug-2016,000083,30-Sep-2016,000588,30-Sep-2016,003517,27-Jun-2017,000123 / 27-Jun-2017 in RTGS,2464095,Twenty Four Lakh Sixty Four Thousand Ninety Five,150667,One Lakh Fifty  Thousand Six Hundred Sixty Seven,2313428,Twenty Three Lakh Thirteen Thousand Four Hundred Twenty Eight
118,118,105-16-000003,30-Jun-2016,25-Nov-2016,Construction drain to 2nd Mainroad of AD Halli in ward No. 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Ravichandra,9972693939,,First and Final,200000,30-Jun-2016,000090,25-Nov-2016,000634,30-Nov-2016,003308,04-Jul-2018,000113 / 06-Jul-2018 in RTGS,953530,Nine Lakh Fifty Three Thousand Five Hundred Thirty ,116106,One Lakh Sixteen Thousand One Hundred Six,837424,Eight Lakh Thirty Seven Thousand Four Hundred Twenty Four
119,119,105-16-000004,30-Jun-2016,25-Nov-2016,Construction drain to Ist cross road of KHB colony in ward No. 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Ravichandra,9972693939,,First and Final,000021,30-Jun-2016,000091,25-Nov-2016,000633,30-Nov-2016,003307,04-Jul-2018,000113 / 06-Jul-2018 in RTGS,1791263,Seventeen Lakh Ninety One Thousand Two Hundred Sixty Three,226430,Two Lakh Twenty Six Thousand Four Hundred Thirty ,1564833,Fifteen Lakh Sixty Four Thousand Eight Hundred Thirty Three
120,120,105-16-000003,30-Jun-2016,25-Nov-2016,Construction drain to 2nd Mainroad of AD Halli in ward No. 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Ravichandra,9972693939,,First and Final,000020,30-Jun-2016,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,953530,Nine Lakh Fifty Three Thousand Five Hundred Thirty ,116106,One Lakh Sixteen Thousand One Hundred Six,837424,Eight Lakh Thirty Seven Thousand Four Hundred Twenty Four
121,121,105-16-000016,16-Jun-2016,28-Jul-2016,Repair Work to BBMP Quarters at Hosahalli Referral Hospital in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Project West Zone,P2103 Emergency Works (Maintenance and Repairs),Shivaraj,9448834119,,First and Final,000007,16-Jun-2016,000058,28-Jul-2016,310/16-17,28-Jul-2016,003370,21-Jun-2017,000119 / 23-Jun-2017 in RTGS,2190075,Twenty One Lakh Ninety  Thousand Seventy Five,258096,Two Lakh Fifty Eight Thousand Ninety Six,1931979,Nineteen Lakh Thirty One Thousand Nine Hundred Seventy Nine
122,122,105-16-000014,21-May-2016,30-Jun-2016,Repairs to road cross and culverts in ward jurisdiction in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Keshva Narayana,9845186804,,First and Final,000012,21-May-2016,000036,30-Jun-2016,000264,30-Jun-2016,010231,02-Mar-2018,000418 / 12-Mar-2018 in RTGS,496900,Four Lakh Ninety Six Thousand Nine Hundred ,58016,Fifty Eight Thousand Sixteen,438884,Four Lakh Thirty Eight Thousand Eight Hundred Eighty Four
123,123,105-16-000005,18-Apr-2016,30-May-2016,Construction of drain to 4th Mainroad of KHB colony (Balance length) in ward No.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,S Umesha,9343781108,,First and Final,000010,18-Apr-2016,000020,31-May-2016,000164,31-May-2016,010500,15-Mar-2018,000440 / 27-Mar-2018 in RTGS,756756,Seven Lakh Fifty Six Thousand Seven Hundred Fifty Six,91945,Ninety One Thousand Nine Hundred Fourty Five,664811,Six Lakh Sixty Four Thousand Eight Hundred Eleven
124,124,105-16-000024,13-Apr-2016,16-Sep-2016,Supplying and repairs to children play equipments to Vivekananda nandana vana and basavanavana park in ward no-105 Agrahara Dasarahalli,105 Agrahara Dasarahalli,Executive Engineer Project West Zone,P0088 Maintenance and Management of Parks on Contract,EE-2 KRIDL (West),9845713450,,First and Final,000006,13-Apr-2016,000150,16-Sep-2016,000452,07-Oct-2016,009830,20-Feb-2018,000401 / 21-Feb-2018 in RTGS,996435,Nine Lakh Ninety Six Thousand Four Hundred Thirty Five,149513,One Lakh Fourty Nine Thousand Five Hundred Thirteen,846922,Eight Lakh Fourty Six Thousand Nine Hundred Twenty Two
125,125,105-16-000010,02-Apr-2016,30-Dec-2016,Providing Water supply Pipeline to 1st cross road to 9th cross road of A.D Halli in ward No.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,JJ Enterprises Prop Anil Gowda G J,9686269999,,First and Final,000005,02-Apr-2016,000104,31-Dec-2016,000664,31-Dec-2016,005133,29-Aug-2017,000199 / 29-Aug-2017 in RTGS,684222,Six Lakh Eighty Four Thousand Two Hundred Twenty Two,90502,Ninety  Thousand Five Hundred Two,593720,Five Lakh Ninety Three Thousand Seven Hundred Twenty 
126,126,105-16-000011,02-Apr-2016,30-Dec-2016,Providing Water supply Pipeline to 9th cross road to 12th cross road of A.D Halli in ward No.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,JJ Enterprises Prop Anil Gowda G J ,9686269999,,First and Final,000006,02-Apr-2016,000105,31-Dec-2016,000663,31-Dec-2016,005134,29-Aug-2017,000199 / 29-Aug-2017 in RTGS,681840,Six Lakh Eighty One Thousand Eight Hundred Fourty ,90139,Ninety  Thousand One Hundred Thirty Nine,591701,Five Lakh Ninety One Thousand Seven Hundred One
127,127,105-16-000008,31-Mar-2016,29-Sep-2016,Providing pothole filling in ward no. 105 ,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Narasimha murthy U,9742320000,,First and Final,000117,31-Mar-2016,000076,29-Sep-2016,000577,29-Sep-2016,009827,20-Feb-2018,000401 / 21-Feb-2018 in RTGS,476468,Four Lakh Seventy Six Thousand Four Hundred Sixty Eight,56947,Fifty Six Thousand Nine Hundred Fourty Seven,419521,Four Lakh Nineteen Thousand Five Hundred Twenty One
128,128,105-16-000013,24-Mar-2016,25-May-2016,Repairs and Maintenance of footpath in ward Jurisdiction in ward no.105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Keshava Narayana,9845186804,,Running,000102,24-Mar-2016,000019,31-May-2016,000162,31-May-2016,009762,09-Feb-2018,000393 / 15-Feb-2018 in RTGS,456399,Four Lakh Fifty Six Thousand Three Hundred Ninety Nine,53820,Fifty Three Thousand Eight Hundred Twenty ,402579,Four Lakh Two Thousand Five Hundred Seventy Nine
