,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,174-20-000115,26-Sep-2020,31-May-2021,Providng chainlink fencing to burial ground at Ibbaluru in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,N R S ENTERPRISES   ,7975676123,,First and Final,000069,28-Sep-2020,000008,06-May-2022,000022,07-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,1889727,Eighteen Lakh Eighty Nine Thousand Seven Hundred Twenty Seven,145697,One Lakh Fourty Five Thousand Six Hundred Ninety Seven,1744030,Seventeen Lakh Fourty Four Thousand Thirty 
42,42,174-20-000113,09-Sep-2020,07-Nov-2020,Pothole filling of  Roads in HSR Layout in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,Santhosh KJ,9663555550,,First and Final,000064,09-Sep-2020,000061,30-Dec-2020,000135,31-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,2952391,Twenty Nine Lakh Fifty Two Thousand Three Hundred Ninety One,152508,One Lakh Fifty Two Thousand Five Hundred Eight,2799883,Twenty Seven Lakh Ninety Nine Thousand Eight Hundred Eighty Three
43,43,174-20-000093,02-Sep-2020,27-Aug-2021,Improvements and asphalting of selected roads in  3rd Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,H S BOOPENDRA,9845032747,,First and Final,000043,02-Sep-2020,000092,09-Dec-2021,000185,10-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,1982077,Nineteen Lakh Eighty Two Thousand Seventy Seven,121137,One Lakh Twenty One Thousand One Hundred Thirty Seven,1860940,Eighteen Lakh Sixty  Thousand Nine Hundred Fourty 
44,44,174-20-000095,02-Sep-2020,24-Aug-2021,Improvements and asphalting of selected  roads in  4th Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,HS BOOPENDRA,9845032747,,First and Final,000044,02-Sep-2020,000093,09-Dec-2021,000186,10-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,2977977,Twenty Nine Lakh Seventy Seven Thousand Nine Hundred Seventy Seven,170671,One Lakh Seventy  Thousand Six Hundred Seventy One,2807306,Twenty Eight Lakh Seven Thousand Three Hundred Six
45,45,174-20-000092,01-Sep-2020,23-Aug-2021,Improvements and asphalting of selected roads in  2nd Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,H S BOOPENDRA,9845032747,,First and Final,000042,01-Sep-2020,000091,09-Dec-2021,000184,10-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,1969921,Nineteen Lakh Sixty Nine Thousand Nine Hundred Twenty One,118826,One Lakh Eighteen Thousand Eight Hundred Twenty Six,1851095,Eighteen Lakh Fifty One Thousand Ninety Five
46,46,174-20-000083,31-Aug-2020,24-Apr-2021,Providing Water facility and allied works in ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1802 Water Supply New Areas,VENKATAKRISHNA,9886717376,,First and Final,000041,31-Aug-2020,000073,27-Sep-2021,000147,30-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,3443755,Thirty Four Lakh Fourty Three Thousand Seven Hundred Fifty Five,334528,Three Lakh Thirty Four Thousand Five Hundred Twenty Eight,3109227,Thirty One Lakh Nine Thousand Two Hundred Twenty Seven
47,47,174-20-000091,29-Jul-2020,21-Sep-2020,Improvements and asphalting of selected roads in 1st Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,Pratish Kumar. SR,9886717376,,First and Final,000019,29-Jul-2020,000067,29-Jan-2021,000142,29-Jan-2021,,           ,000150 / 10-Aug-2021 in RTGS,2935766,Twenty Nine Lakh Thirty Five Thousand Seven Hundred Sixty Six,149029,One Lakh Fourty Nine Thousand Twenty Nine,2786737,Twenty Seven Lakh Eighty Six Thousand Seven Hundred Thirty Seven
48,48,174-20-000045,08-Jul-2020,05-Sep-2020,Providing RO Plant in Ward 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3445 Establishment of R.O.Plant for each ward Rs.15.00 Lakhs each,Pratish Kumar. SR,9886717376,,First and Final,000002,08-Jul-2020,000066,29-Jan-2021,000143,29-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,1468359,Fourteen Lakh Sixty Eight Thousand Three Hundred Fifty Nine,58896,Fifty Eight Thousand Eight Hundred Ninety Six,1409463,Fourteen Lakh Nine Thousand Four Hundred Sixty Three
49,49,174-18-000044,30-Jun-2019,12-Aug-2019,Providing Flood lights to Indira Canteen in ward no.174 HSR Layout and 191 Singasandra,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P3106 Nagarothana Works,Technical Manager -1,9945510720,,First and Final,000014,24-Mar-2020,000074,04-Jan-2021,000077,12-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,99343,Ninety Nine Thousand Three Hundred Fourty Three,8056,Eight Thousand Fifty Six,91287,Ninety One Thousand Two Hundred Eighty Seven
50,50,174-18-000047,21-Jun-2019,20-May-2020,Providing Electrical maintenance to park street lights in ward no-174 and 191,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,"P0298 M and R to Electrical Installations in Parks and Gardens, Playgrounds, Burial Grounds", M/s SMS Electrical              ,9901967054,,First and Final,000010,16-Feb-2020,000094,10-Mar-2021,000095,12-Mar-2021,,           ,Under Process in AdCf - Acts. Supdt.,762895,Seven Lakh Sixty Two Thousand Eight Hundred Ninety Five,0,,762895,Seven Lakh Sixty Two Thousand Eight Hundred Ninety Five
51,51,174-18-000046,21-Jun-2019,01-May-2020,Electrical maintenance and repair to BBMP Buildings in Bommanahalli constituency in ward no 174,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,"P0294 M and R to Electrical Inst in BMP Buildings, Schools, M.Homes, Community Halls, Markets and Others",M/s SMS Electrical              ,9901967054,,First and Final,000008,16-Feb-2020,000092,17-Feb-2021,000093,17-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,378325,Three Lakh Seventy Eight Thousand Three Hundred Twenty Five,34728,Thirty Four Thousand Seven Hundred Twenty Eight,343597,Three Lakh Fourty Three Thousand Five Hundred Ninety Seven
52,52,174-20-000007,20-Jan-2020,15-Apr-2020,Developmental work in  Burial ground in ward No.174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P0486 MandR to Burial Grounds and Burning ghats / Electrical creamtoruim,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000277,17-Jan-2020,000018,30-May-2020,000047,31-May-2020,,           ,000159 / 09-Jun-2022 in RTGS,9983089,Ninety Nine Lakh Eighty Three Thousand Eighty Nine,886762,Eight Lakh Eighty Six Thousand Seven Hundred Sixty Two,9096327,Ninety  Lakh Ninety Six Thousand Three Hundred Twenty Seven
53,53,174-19-000078,16-Jan-2020,10-Jul-2020,Improvements road and drain at Somasundrapalya Village In ward-174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,Anand kumar,9900261616,,First and Final,000195,17-Oct-2019,000077,12-Mar-2021,000029,10-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,4534417,Fourty Five Lakh Thirty Four Thousand Four Hundred Seventeen,474505,Four Lakh Seventy Four Thousand Five Hundred Five,4059912,Fourty  Lakh Fifty Nine Thousand Nine Hundred Twelve
54,54,174-19-000076,06-Jan-2020,27-Jul-2020,Improvements road and drain at Ibbaluru Village In Ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,Anand kumar,9900261616,,First and Final,000194,17-Oct-2019,000030,07-Sep-2020,000148,30-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,4532946,Fourty Five Lakh Thirty Two Thousand Nine Hundred Fourty Six,470405,Four Lakh Seventy  Thousand Four Hundred Five,4062541,Fourty  Lakh Sixty Two Thousand Five Hundred Fourty One
55,55,174-19-000077,17-Jan-2020,16-Mar-2020,Improvements road and drain  at 3rd sector In  ward -174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,ANANDA KUMAR,9900261616,,First and Final,000196,17-Oct-2019,000008,07-May-2020,000023,08-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,4802739,Fourty Eight Lakh Two Thousand Seven Hundred Thirty Nine,466996,Four Lakh Sixty Six Thousand Nine Hundred Ninety Six,4335743,Fourty Three Lakh Thirty Five Thousand Seven Hundred Fourty Three
56,56,174-20-000004,11-Oct-2019,16-Dec-2019,Improvement to park Providing Gym equipments to 2nd sector ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2178 Works sanctioned by Dy. Mayor,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000188,10-Oct-2019,000123,07-Mar-2020,000276,12-Mar-2020,,           ,000112 / 17-May-2022 in RTGS,7997891,Seventy Nine Lakh Ninety Seven Thousand Eight Hundred Ninety One,790866,Seven Lakh Ninety  Thousand Eight Hundred Sixty Six,7207025,Seventy Two Lakh Seven Thousand Twenty Five
57,57,174-20-000005,11-Oct-2019,16-Dec-2019,Improvements to park and providing Gym equipments to 6th sector ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2178 Works sanctioned by Dy. Mayor,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000189,10-Oct-2019,000125,07-Mar-2020,000275,12-Mar-2020,,           ,000112 / 17-May-2022 in RTGS,7997518,Seventy Nine Lakh Ninety Seven Thousand Five Hundred Eighteen,846111,Eight Lakh Fourty Six Thousand One Hundred Eleven,7151407,Seventy One Lakh Fifty One Thousand Four Hundred Seven
58,58,174-19-000009,24-Jun-2019,17-May-2021,Improvements to road and drains at 20th main and surrounding area in  ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2573 Encouragement to Rural Sports (Marali ba Atada Maidhanakke) Dy Mayors discretionary,T  VENKATESH,9986960367,,First and Final,000045,24-Jun-2019,000012,18-Jun-2022,000033,27-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),4819185,Fourty Eight Lakh Nineteen Thousand One Hundred Eighty Five,291236,Two Lakh Ninety One Thousand Two Hundred Thirty Six,4527949,Fourty Five Lakh Twenty Seven Thousand Nine Hundred Fourty Nine
59,59,174-19-000072,19-Jun-2019,06-Sep-2019,Drilling of Borewells in ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3250 Special Development works at ward  Ward No.29 Rs.4 Cr, Ward 103,183,161,174,057,027 Rs.1 Cr each, Ward No.052,050,051,170,169,178 Each ward Rs.50.00 Lakhs, Bengaluru South Constituency Rs.2.00 Cr, Ward No 103,Rs.13.00 Cr, Ward No.171 Rs.20.00 Cr, Ward No.19 Rs.8 Cr. Ward No.104 Rs.5 Cr Each",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000038,19-Jun-2019,000094,21-Dec-2019,000225,21-Dec-2019,,           ,000064 / 30-Apr-2022 in RTGS,2489456,Twenty Four Lakh Eighty Nine Thousand Four Hundred Fifty Six,201894,Two Lakh One Thousand Eight Hundred Ninety Four,2287562,Twenty Two Lakh Eighty Seven Thousand Five Hundred Sixty Two
60,60,174-18-000037,06-Jun-2019,30-Oct-2019,Repairs of Govt School in Yellukunte village ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,T  VENKATESH,9986960367,,First and Final,000022,06-Jun-2019,000083,28-Nov-2019,000215,30-Nov-2019,,           ,000043 / 26-Apr-2022 in RTGS,1482156,Fourteen Lakh Eighty Two Thousand One Hundred Fifty Six,137295,One Lakh Thirty Seven Thousand Two Hundred Ninety Five,1344861,Thirteen Lakh Fourty Four Thousand Eight Hundred Sixty One
61,61,174-19-000073,03-May-2019,19-Jun-2019,POTHOLE FILLING OF HSR LAYOUT IN WARD NO 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,KRIDL,9999999999,,First and Final,000017,30-May-2019,000028,22-Jun-2019,000050,22-Jun-2019,,           ,000215 / 29-Sep-2021 in RTGS,2986364,Twenty Nine Lakh Eighty Six Thousand Three Hundred Sixty Four,283497,Two Lakh Eighty Three Thousand Four Hundred Ninety Seven,2702867,Twenty Seven Lakh Two Thousand Eight Hundred Sixty Seven
62,62,174-19-000025,07-Mar-2019,24-May-2019,Providing Improvements to Park Lighting in   forest Park  HSR Layout Sector -1 24th main in ward no 174 Bommanahalli Zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P3215 Development of New parks in New Zones  (Each zone Rs.6.CR civil works,M/s.Executive Engineer-01 KRIDL,9945510720,,First and Final,000002,24-May-2019,000010,24-May-2019,000010,24-May-2019,,           ,000130 / 02-Aug-2021 in RTGS,1477088,Fourteen Lakh Seventy Seven Thousand Eighty Eight,189160,One Lakh Eighty Nine Thousand One Hundred Sixty ,1287928,Twelve Lakh Eighty Seven Thousand Nine Hundred Twenty Eight
63,63,174-19-000079,07-Mar-2019,19-Apr-2019,Provdiing Furniture to Polling station of Bangalore south M P Constituency in ward NO. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P0054 Election expenses,B CHANDRASHEKAR,9980211136,,First and Final,000005,04-Apr-2019,000023,08-Jun-2019,000043,08-Jun-2019,,           ,000177 / 27-Aug-2021 in RTGS,131234,One Lakh Thirty One Thousand Two Hundred Thirty Four,2794,Two Thousand Seven Hundred Ninety Four,128440,One Lakh Twenty Eight Thousand Four Hundred Fourty 
64,64,174-18-000030,07-Mar-2019,21-May-2019,"Improvemens of drain and road in 2nd sector, ward no 174 HSR layout",174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,Santhosh kumar S,9449646467,,First and Final,000116,07-Mar-2019,000011,21-May-2019,000029,21-May-2019,,           ,000118 / 27-Jul-2021 in RTGS,2067020,Twenty  Lakh Sixty Seven Thousand Twenty ,205990,Two Lakh Five Thousand Nine Hundred Ninety ,1861030,Eighteen Lakh Sixty One Thousand Thirty 
65,65,174-19-000007,07-Mar-2019,30-Mar-2019,Improvements to roads and drain in Agara Village ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2573 Encouragement to Rural Sports (Marali ba Atada Maidhanakke) Dy Mayors discretionary,KRIDL,9999999999,,First and Final,000103,07-Mar-2019,000003,26-Apr-2019,000011,27-Apr-2019,,           ,000109 / 17-Jul-2021 in RTGS,4995334,Fourty Nine Lakh Ninety Five Thousand Three Hundred Thirty Four,561259,Five Lakh Sixty One Thousand Two Hundred Fifty Nine,4434075,Fourty Four Lakh Thirty Four Thousand Seventy Five
66,66,174-19-000008,07-Mar-2019,30-Mar-2019,Improvements to road and drains at 19th main to 24th main in  ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2573 Encouragement to Rural Sports (Marali ba Atada Maidhanakke) Dy Mayors discretionary,KRIDL,9999999999,,First and Final,000106,07-Mar-2019,000004,26-Apr-2019,000012,27-Apr-2019,,           ,000109 / 17-Jul-2021 in RTGS,4999729,Fourty Nine Lakh Ninety Nine Thousand Seven Hundred Twenty Nine,467472,Four Lakh Sixty Seven Thousand Four Hundred Seventy Two,4532257,Fourty Five Lakh Thirty Two Thousand Two Hundred Fifty Seven
67,67,174-18-000029,07-Mar-2019,15-Apr-2019,Construction of culverts at HSR Layout in ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,ZABULON THISAYAM,9880040862,,First and Final,000112,07-Mar-2019,000002,16-Apr-2019,000003,16-Apr-2019,,           ,000115 / 23-Jul-2021 in RTGS,2295406,Twenty Two Lakh Ninety Five Thousand Four Hundred Six,236784,Two Lakh Thirty Six Thousand Seven Hundred Eighty Four,2058622,Twenty  Lakh Fifty Eight Thousand Six Hundred Twenty Two
68,68,174-19-000024,05-Mar-2019,30-Jul-2019,Upgradation of Civil works and Childrens equipments in  forest Park Part-2 HSR Layout Sector -1 24th main in ward no 174 Bommanahalli Zone,174 HSR Layout,Executive Engineer Project Division Bomanahalli Zone,P3215 Development of New parks in New Zones  (Each zone Rs.6.CR civil works,KRIDL,9999999999,,First and Final,000025,05-Mar-2019,000022,31-Jul-2019,000022,31-Jul-2019,,           ,000227 / 07-Oct-2021 in RTGS,4477232,Fourty Four Lakh Seventy Seven Thousand Two Hundred Thirty Two,389838,Three Lakh Eighty Nine Thousand Eight Hundred Thirty Eight,4087394,Fourty  Lakh Eighty Seven Thousand Three Hundred Ninety Four
69,69,174-17-000071,18-Jun-2018,05-Sep-2018,"Upgrading street lighting system by providing  aerial bunched cable, poles , street lights and control panels  to Agara tank bund Road.",174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P1517 Upgrading Street Lighting of Bangalore - Major Roads,POWER MAC,9845432134,,First and Final,000092,06-Feb-2019,000040,27-Sep-2019,000039,27-Sep-2019,,           ,000425 / 25-Mar-2022 in RTGS,455325,Four Lakh Fifty Five Thousand Three Hundred Twenty Five,24600,Twenty Four Thousand Six Hundred ,430725,Four Lakh Thirty  Thousand Seven Hundred Twenty Five
70,70,174-17-000069,18-Jun-2018,17-Jun-2019,Electrical maintenance and repair to BBMP Buildings in Bommanahalli constituency,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,"P0294 M and R to Electrical Inst in BMP Buildings, Schools, M.Homes, Community Halls, Markets and Others",RAMYAELECTRICALSPROP,9448522800,,Running,000096,06-Feb-2019,000040,08-Mar-2022,,           ,,           ,Under Process in EE (Acts. Supdt.),132105,One Lakh Thirty Two Thousand One Hundred Five,10318,Ten Thousand Three Hundred Eighteen,121787,One Lakh Twenty One Thousand Seven Hundred Eighty Seven
71,71,174-17-000070,19-May-2018,13-Jul-2018,"Providing Electrical maintenance, repair and replacement of damaged U.G cable and control panels with Accessories to parks in ward no-174 and 191.",174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,"P0298 M and R to Electrical Installations in Parks and Gardens, Playgrounds, Burial Grounds",M/s Mamatha Electrical ,9880521227,,First and Final,000090,05-Feb-2019,000037,16-Aug-2019,000036,16-Aug-2019,,           ,000188 / 14-Sep-2021 in RTGS,713760,Seven Lakh Thirteen Thousand Seven Hundred Sixty ,38555,Thirty Eight Thousand Five Hundred Fifty Five,675205,Six Lakh Seventy Five Thousand Two Hundred Five
72,72,174-18-000015,25-Jan-2019,02-Feb-2019,Providing and Repairing of UGD Lines in HSR Layout Ward no 174,174 HSR Layout,Executive Engineer Project Division Bomanahalli Zone,"P3330 Special Development works at Ward No.92,98,108,128,173,174,181,183 ( 8 wards Rs.2.00 Cr. Each)",BWSSB,9999999999,,Final,000021,02-Feb-2019,000058,02-Feb-2019,000058,24-Feb-2019,,           ,Under Process in EE (Acts. Supdt.),5000000,Fifty  Lakh ,0,,5000000,Fifty  Lakh 
73,73,174-18-000015,25-Jan-2019,02-Feb-2019,Providing and Repairing of UGD Lines in HSR Layout Ward no 174,174 HSR Layout,Executive Engineer Project Division Bomanahalli Zone,"P3330 Special Development works at Ward No.92,98,108,128,173,174,181,183 ( 8 wards Rs.2.00 Cr. Each)",BWSSB,9999999999,,Running,000021,02-Feb-2019,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,5000000,Fifty  Lakh ,0,,0,
74,74,174-18-000035,19-Jan-2019,03-Jan-2020,Improvemens of drain and road  in Ibbaluru village ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,K J Santhosh,9663555550,,First and Final,000090,19-Jan-2019,000048,02-Nov-2020,000102,02-Nov-2020,,           ,Under Process in AdCf - Acts. Supdt.,1401512,Fourteen Lakh One Thousand Five Hundred Twelve,153291,One Lakh Fifty Three Thousand Two Hundred Ninety One,1248221,Twelve Lakh Fourty Eight Thousand Two Hundred Twenty One
75,75,174-18-000026,19-Jan-2019,02-Apr-2019,PROVIDING DRINKING WATER FACILITY IN WARD NO 174 H S R LAYOUT,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1802 Water Supply New Areas,K C Krishna Reddy,9986021987,,First and Final,000088,19-Jan-2019,000007,04-May-2020,000022,05-May-2020,,           ,Under Process in AdCf - Acts. Supdt.,2963447,Twenty Nine Lakh Sixty Three Thousand Four Hundred Fourty Seven,264211,Two Lakh Sixty Four Thousand Two Hundred Eleven,2699236,Twenty Six Lakh Ninety Nine Thousand Two Hundred Thirty Six
76,76,174-18-000027,19-Jan-2019,18-Sep-2019,"De-silt of drains in ward no 174, HSR Layout",174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,KRISHNA REDDY K C   ,9986021987,,First and Final,000089,19-Jan-2019,000124,07-Mar-2020,000272,07-Mar-2020,,           ,000124 / 24-May-2022 in RTGS,2952370,Twenty Nine Lakh Fifty Two Thousand Three Hundred Seventy ,263222,Two Lakh Sixty Three Thousand Two Hundred Twenty Two,2689148,Twenty Six Lakh Eighty Nine Thousand One Hundred Fourty Eight
77,77,174-18-000018,25-Oct-2018,10-Jul-2019,Improvements of Freedom Park in  HSR 2nd Sector at  ward no 174,174 HSR Layout,Executive Engineer Project Division Bomanahalli Zone,"P3250 Special Development works at ward  Ward No.29 Rs.4 Cr, Ward 103,183,161,174,057,027 Rs.1 Cr each, Ward No.052,050,051,170,169,178 Each ward Rs.50.00 Lakhs, Bengaluru South Constituency Rs.2.00 Cr, Ward No 103,Rs.13.00 Cr, Ward No.171 Rs.20.00 Cr, Ward No.19 Rs.8 Cr. Ward No.104 Rs.5 Cr Each",Anand Kumar,9900261616,,First and Final,000019,17-Dec-2018,000015,31-Jul-2019,000015,31-Jul-2019,,           ,000134 / 02-Aug-2021 in RTGS,1467056,Fourteen Lakh Sixty Seven Thousand Fifty Six,147309,One Lakh Fourty Seven Thousand Three Hundred Nine,1319747,Thirteen Lakh Nineteen Thousand Seven Hundred Fourty Seven
78,78,174-18-000019,18-Dec-2018,10-Jul-2019,Improvements of Park in 29th main road HSR 1st Sector at ward no 174.,174 HSR Layout,Executive Engineer Project Division Bomanahalli Zone,"P3250 Special Development works at ward  Ward No.29 Rs.4 Cr, Ward 103,183,161,174,057,027 Rs.1 Cr each, Ward No.052,050,051,170,169,178 Each ward Rs.50.00 Lakhs, Bengaluru South Constituency Rs.2.00 Cr, Ward No 103,Rs.13.00 Cr, Ward No.171 Rs.20.00 Cr, Ward No.19 Rs.8 Cr. Ward No.104 Rs.5 Cr Each",Anand Kumar,9900261616,,First and Final,000018,17-Dec-2018,000014,31-Jul-2019,000014,31-Jul-2019,,           ,000134 / 02-Aug-2021 in RTGS,1467333,Fourteen Lakh Sixty Seven Thousand Three Hundred Thirty Three,141488,One Lakh Fourty One Thousand Four Hundred Eighty Eight,1325845,Thirteen Lakh Twenty Five Thousand Eight Hundred Fourty Five
79,79,174-18-000038,10-Dec-2018,08-Apr-2019,Repairs of Govt School in Agara village ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,SRINIVAS MURTHY N,8123133506,,Running,000062,10-Dec-2018,000029,25-Jun-2019,000057,25-Jun-2019,,           ,000216 / 01-Oct-2021 in RTGS,593414,Five Lakh Ninety Three Thousand Four Hundred Fourteen,52905,Fifty Two Thousand Nine Hundred Five,540509,Five Lakh Fourty  Thousand Five Hundred Nine
80,80,174-18-000041,18-Jun-2018,15-Sep-2018,LED Bulbs agara village ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P1771 Zone Works - POW Works,A.K Enter prises,9986296788,,Final,000073,17-Sep-2018,000041,22-Sep-2018,000035,22-Sep-2018,000507,29-May-2020,000055 / 02-Jun-2020 in RTGS,519500,Five Lakh Nineteen Thousand Five Hundred ,12480,Twelve Thousand Four Hundred Eighty ,507020,Five Lakh Seven Thousand Twenty 
81,81,174-18-000042,15-Sep-2018,29-Nov-2018,Construction of CC road and Drain at Ibbaluru Village from Suncity Apartment to dead end in ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),KRIDL,9999999999,,First and Final,000048,15-Sep-2018,000082,12-Dec-2018,000182,12-Dec-2018,,           ,000067 / 08-Jun-2021 in RTGS,9692549,Ninety Six Lakh Ninety Two Thousand Five Hundred Fourty Nine,1109798,Eleven Lakh Nine Thousand Seven Hundred Ninety Eight,8582751,Eighty Five Lakh Eighty Two Thousand Seven Hundred Fifty One
82,82,174-18-000043,09-Aug-2017,31-Aug-2017,Construction of allied works for Indira Canteen at Ibbaluru in ward no.174 HSR Layout  ,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3106 Nagarothana Works,M/s KRIDL,9999999999,,First and Final,000043,29-Aug-2018,000045,04-Sep-2018,000115,04-Sep-2018,007201,31-Oct-2018,000271 / 20-Nov-2018 in RTGS,349110,Three Lakh Fourty Nine Thousand One Hundred Ten,30626,Thirty  Thousand Six Hundred Twenty Six,318484,Three Lakh Eighteen Thousand Four Hundred Eighty Four
83,83,174-18-000016,24-Jul-2018,31-Aug-2018,Improvements of Park in HSR 6th Sector at ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3250 Special Development works at ward  Ward No.29 Rs.4 Cr, Ward 103,183,161,174,057,027 Rs.1 Cr each, Ward No.052,050,051,170,169,178 Each ward Rs.50.00 Lakhs, Bengaluru South Constituency Rs.2.00 Cr, Ward No 103,Rs.13.00 Cr, Ward No.171 Rs.20.00 Cr, Ward No.19 Rs.8 Cr. Ward No.104 Rs.5 Cr Each",B K SURESH,9999999999,,First and Final,000035,24-Jul-2018,000051,19-Dec-2018,000049,22-Dec-2018,,           ,000018 / 04-May-2021 in RTGS,1467296,Fourteen Lakh Sixty Seven Thousand Two Hundred Ninety Six,136698,One Lakh Thirty Six Thousand Six Hundred Ninety Eight,1330598,Thirteen Lakh Thirty  Thousand Five Hundred Ninety Eight
