,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,159-21-000007,19-Aug-2021,26-Nov-2021,Construction of RCC Drains with covering slabs and other development works in ward no  159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),KBR INFRATECH LIMITE,9945451177,,First and Final,000039,19-Aug-2021,000154,23-Dec-2021,000210,23-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,19575759,One Crore Ninety Five Lakh Seventy Five Thousand Seven Hundred Fifty Nine,2228841,Twenty Two Lakh Twenty Eight Thousand Eight Hundred Fourty One,17346918,One Crore Seventy Three Lakh Fourty Six Thousand Nine Hundred Eighteen
18,18,159-21-000018,20-Jul-2021,24-Sep-2021,"Providing Rain water Harvesting to parks and Allied works in ward Limits in ward no 159, Kengeri",159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3210 Rain Water Harvesting in All Parks,NAGARAJU M,7353595999,,First and Final,000036,20-Jul-2021,000098,28-Sep-2021,000125,28-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,9979602,Ninety Nine Lakh Seventy Nine Thousand Six Hundred Two,950759,Nine Lakh Fifty  Thousand Seven Hundred Fifty Nine,9028843,Ninety  Lakh Twenty Eight Thousand Eight Hundred Fourty Three
19,19,159-19-000032,29-Jul-2021,06-Jun-2022,Construction of Ground and Upper Floor to BBMP Complex at Kengeri ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P3519 Developmental works at ward No.40, 72, 130, 159,  198  Rs.2 cr each",SHRUSTI SAMUPADHA CO,9845194578,,Running,000031,29-Jun-2021,000026,10-Jun-2022,000032,10-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),3309109,Thirty Three Lakh Nine Thousand One Hundred Nine,206674,Two Lakh Six Thousand Six Hundred Seventy Four,3102435,Thirty One Lakh Two Thousand Four Hundred Thirty Five
20,20,159-19-000032,29-Jun-2021,16-Mar-2022,Construction of Ground and Upper Floor to BBMP Complex at Kengeri ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P3519 Developmental works at ward No.40, 72, 130, 159,  198  Rs.2 cr each",SHRUSTI SAMUPADHA CO,9845194578,,Running,000031,29-Jun-2021,000001,05-Apr-2022,000002,06-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,10300297,One Crore Three Lakh Two Hundred Ninety Seven,588243,Five Lakh Eighty Eight Thousand Two Hundred Fourty Three,9712054,Ninety Seven Lakh Twelve Thousand Fifty Four
21,21,159-20-000089,06-Apr-2021,05-Oct-2021,Rain water harvesting and percolation pits in ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,SHREEMARUTHIENTERPRI,9844774841,,First and Final,000013,06-Apr-2021,000104,11-Oct-2021,000128,12-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,1240066,Twelve Lakh Fourty  Thousand Sixty Six,123189,One Lakh Twenty Three Thousand One Hundred Eighty Nine,1116877,Eleven Lakh Sixteen Thousand Eight Hundred Seventy Seven
22,22,159-21-000021,05-Apr-2021,30-Jul-2021,Providing and supplying Drinking water through Tanker in ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1802 Water Supply New Areas,SURESH B N          ,9900197571,,First and Final,000004,05-Apr-2021,000055,06-Aug-2021,000094,10-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,2933917,Twenty Nine Lakh Thirty Three Thousand Nine Hundred Seventeen,114004,One Lakh Fourteen Thousand Four,2819913,Twenty Eight Lakh Nineteen Thousand Nine Hundred Thirteen
23,23,159-21-000022,05-Apr-2021,30-Jul-2021,Maintenance and Removal of Debries Silt hiring Tractor and Mzdoor in ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3798 P3798,SURESH B N          ,9900197571,,First and Final,000005,05-Apr-2021,000056,07-Aug-2021,000093,09-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,5496297,Fifty Four Lakh Ninety Six Thousand Two Hundred Ninety Seven,213570,Two Lakh Thirteen Thousand Five Hundred Seventy ,5282727,Fifty Two Lakh Eighty Two Thousand Seven Hundred Twenty Seven
24,24,159-21-000013,23-Mar-2021,08-Oct-2021,"Providing Consultancy Services for Project Management including Supervision and Quality Control for Improvements to Drains in Suncity, Kommaghatta to Balaji Layout and Surrounding area in Ward No-159",159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,CIVIL QUALITY CONSUL,9886998316,,First and Final,000338,26-Mar-2021,000131,23-Nov-2021,000187,07-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,390000,Three Lakh Ninety  Thousand ,39000,Thirty Nine Thousand ,351000,Three Lakh Fifty One Thousand 
25,25,159-21-000013,25-Mar-2021,28-May-2021,Improvements to Drains  in Kommaghatta to Balaji Layout and Surrounding areas in ward no 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,RAM AND COMPANY,9880734198,,First and Final,000336,25-Mar-2021,000028,31-May-2021,000041,31-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,19591510,One Crore Ninety Five Lakh Ninety One Thousand Five Hundred Ten,1386687,Thirteen Lakh Eighty Six Thousand Six Hundred Eighty Seven,18204823,One Crore Eighty Two Lakh Four Thousand Eight Hundred Twenty Three
26,26,159-21-000014,25-Mar-2021,28-May-2021,Improvements to Drains  in Suncity and Surrounding areas in ward no 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,RAM AND COMPANY,9880734198,,First and Final,000337,25-Mar-2021,000027,31-May-2021,000040,31-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,19593927,One Crore Ninety Five Lakh Ninety Three Thousand Nine Hundred Twenty Seven,1353335,Thirteen Lakh Fifty Three Thousand Three Hundred Thirty Five,18240592,One Crore Eighty Two Lakh Fourty  Thousand Five Hundred Ninety Two
27,27,159-21-000019,20-Mar-2021,08-Oct-2021,Providing Consultancy Services for Project Management including supervision and Quality Control for Improvements to Roads Drains and Footpath in Manasa Layout and Kommaghatta Road Shirke Surrounding area in Ward No-159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3863 Infrastructural and individual programmes for Backward classes,CIVIL QUALITY CONSUL,9886998316,,First and Final,000326,20-Mar-2021,000130,23-Nov-2021,000164,25-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,189000,One Lakh Eighty Nine Thousand ,18900,Eighteen Thousand Nine Hundred ,170100,One Lakh Seventy  Thousand One Hundred 
28,28,159-20-000090,16-Feb-2021,30-Aug-2021,Maintenance of roads and drains by engaging tractor and Mazdoor in ward no 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,GNANENDRA MURTHY M D,9986020978,,First and Final,000287,16-Feb-2021,000115,19-Nov-2021,000160,19-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,2694276,Twenty Six Lakh Ninety Four Thousand Two Hundred Seventy Six,239406,Two Lakh Thirty Nine Thousand Four Hundred Six,2454870,Twenty Four Lakh Fifty Four Thousand Eight Hundred Seventy 
29,29,159-21-000019,15-Feb-2021,26-Jul-2021,Improvements to Balance Roads and Drains 7th main and cross roads in manasa layout and surrounding area in ward no 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3863 Infrastructural and individual programmes for Backward classes,NANDI CONSTRUCTION,9448392561,,First and Final,000286,15-Feb-2021,000048,29-Jul-2021,000078,31-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,9886790,Ninety Eight Lakh Eighty Six Thousand Seven Hundred Ninety ,1111472,Eleven Lakh Eleven Thousand Four Hundred Seventy Two,8775318,Eighty Seven Lakh Seventy Five Thousand Three Hundred Eighteen
30,30,159-21-000020,15-Feb-2021,26-Jul-2021,Improvements to Roads Drains and Footpath in Kommaghatta road shirke surrounding area in ward no 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3863 Infrastructural and individual programmes for Backward classes,NANDI CONSTRUCTION,9448392561,,First and Final,000285,15-Feb-2021,000049,29-Jul-2021,000077,31-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,9887799,Ninety Eight Lakh Eighty Seven Thousand Seven Hundred Ninety Nine,1102331,Eleven Lakh Two Thousand Three Hundred Thirty One,8785468,Eighty Seven Lakh Eighty Five Thousand Four Hundred Sixty Eight
31,31,159-20-000077,11-Feb-2021,07-Apr-2021,Imrovements of CC roads in Nethaji Layout Surrounding Areas in Ward No. 159,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)", JANARDHAN K G,9901899099,,First and Final,000283,11-Feb-2021,000036,19-Jun-2021,000074,30-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,5094964,Fifty  Lakh Ninety Four Thousand Nine Hundred Sixty Four,528667,Five Lakh Twenty Eight Thousand Six Hundred Sixty Seven,4566297,Fourty Five Lakh Sixty Six Thousand Two Hundred Ninety Seven
32,32,159-20-000088,03-Feb-2021,25-Feb-2021,Providing RCC Retaining wall at 1st cross Banemutta Emergency grants in ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,SRINIVASA K,9740540099,,First and Final,000273,03-Feb-2021,000207,26-Feb-2021,000350,26-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,2315671,Twenty Three Lakh Fifteen Thousand Six Hundred Seventy One,122247,One Lakh Twenty Two Thousand Two Hundred Fourty Seven,2193424,Twenty One Lakh Ninety Three Thousand Four Hundred Twenty Four
33,33,159-21-000001,03-Oct-2020,28-Dec-2020,Allied works for Sweep smart Project and other repairs Works for DWCC  centre  in ward no 159,159 Kengeri,Executive Engineer SWM 1 Central Zone,P0274 Cleaning of Transportation of Garbage / Toilets and Urinals,M/s.Venkateshwara Constructions K Lokaraju,9036794382,,First and Final,000074,03-Feb-2021,000085,03-Feb-2021,000089,15-Feb-2021,,           ,000211 / 24-Sep-2021 in RTGS,1599497,Fifteen Lakh Ninety Nine Thousand Four Hundred Ninety Seven,129958,One Lakh Twenty Nine Thousand Nine Hundred Fifty Eight,1469539,Fourteen Lakh Sixty Nine Thousand Five Hundred Thirty Nine
34,34,159-20-000039,01-Feb-2022,31-Mar-2022,"Operation and maintenance of street lighting system in ward no-159,  Package R18 of Rajarajeshwari Nagar Zone.",159 Kengeri,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI SAI ENTERPRISES ,9845325324,,Final,000021,30-Jan-2021,000041,19-Jul-2022,000041,19-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),378020,Three Lakh Seventy Eight Thousand Twenty ,45150,Fourty Five Thousand One Hundred Fifty ,332870,Three Lakh Thirty Two Thousand Eight Hundred Seventy 
35,35,159-20-000039,01-Dec-2021,31-Jan-2022,"Operation and maintenance of street lighting system in ward no-159,  Package R18 of Rajarajeshwari Nagar Zone.",159 Kengeri,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI SAI ENTERPRISES ,9845325324,,Running,000021,30-Jan-2021,000016,31-May-2022,000016,31-May-2022,,           ,Under Process in EE (Acts. Supdt.),378020,Three Lakh Seventy Eight Thousand Twenty ,26249,Twenty Six Thousand Two Hundred Fourty Nine,351771,Three Lakh Fifty One Thousand Seven Hundred Seventy One
36,36,159-20-000039,01-May-2021,30-Nov-2021,"Operation and maintenance of street lighting system in ward no-159,  Package R18 of Rajarajeshwari Nagar Zone.",159 Kengeri,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI SAI ENTERPRISES ,9845325324,,Running,000021,30-Jan-2021,000065,05-Jan-2022,000065,05-Jan-2022,,           ,000387 / 02-Mar-2022 in RTGS,1323069,Thirteen Lakh Twenty Three Thousand Sixty Nine,95371,Ninety Five Thousand Three Hundred Seventy One,1227698,Twelve Lakh Twenty Seven Thousand Six Hundred Ninety Eight
37,37,159-20-000039,01-Feb-2021,31-Jan-2022,"Operation and maintenance of street lighting system in ward no-159,  Package R18 of Rajarajeshwari Nagar Zone.",159 Kengeri,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI SAI ENTERPRISES ,9845325324,,Running,000021,30-Jan-2021,000042,28-Sep-2021,000042,28-Sep-2021,,           ,000387 / 02-Mar-2022 in RTGS,567031,Five Lakh Sixty Seven Thousand Thirty One,39528,Thirty Nine Thousand Five Hundred Twenty Eight,527503,Five Lakh Twenty Seven Thousand Five Hundred Three
38,38,159-20-000067,14-Dec-2020,28-Jan-2021,Sinking and Energizing and Commissioning of Borewells for Drinking water in ward no 159 Kengeri,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",CHETHAN B R         ,9900066631,,First and Final,000229,14-Dec-2020,000187,30-Jan-2021,000323,31-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,1886580,Eighteen Lakh Eighty Six Thousand Five Hundred Eighty ,167636,One Lakh Sixty Seven Thousand Six Hundred Thirty Six,1718944,Seventeen Lakh Eighteen Thousand Nine Hundred Fourty Four
39,39,159-21-000008,09-Dec-2020,30-Aug-2021,Drilling of Borewells and providing water supply Yeshwanthpura Constituency,159 Kengeri,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),Sri.M.Rajesh (Sri Nanjundeshwara Construction),9886073963,,First and Final,000221,09-Dec-2020,000139,25-Nov-2021,000167,26-Nov-2021,,           ,Under Process in EE (Acts. Supdt.),48496696,Four Crore Eighty Four Lakh Ninety Six Thousand Six Hundred Ninety Six,5036745,Fifty  Lakh Thirty Six Thousand Seven Hundred Fourty Five,43459951,Four Crore Thirty Four Lakh Fifty Nine Thousand Nine Hundred Fifty One
40,40,159-21-000004,06-Jul-2020,13-Nov-2020,Consultancy Services for Preparation Detailed Project Report including Estimation for the of Improvements to footpath drain and roads in 6th main road (LHS) 6th main road ( RHS) from Kommaghatta road to 8th cross road and 1st cross to 4th cross from ORR to 6th main road in kengeri upanagar in ward No. 159 kengeri and surroundings in package 1,159 Kengeri,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,Civil Quality Consultants and Engineers,9886998316,,First and Final,000050,08-Dec-2020,000033,08-Dec-2020,000034,15-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,486000,Four Lakh Eighty Six Thousand ,48600,Fourty Eight Thousand Six Hundred ,437400,Four Lakh Thirty Seven Thousand Four Hundred 
