,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,073-20-000051,01-Dec-2021,31-Jan-2022,Operation and maintenance of street lighting system in ward no-73  (P-Nagarabhavi BDA)  Package R7 of Rajarajeshwari Nagar Zone.,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000024,30-Jan-2021,000022,24-Jun-2022,000022,24-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),280410,Two Lakh Eighty  Thousand Four Hundred Ten,22505,Twenty Two Thousand Five Hundred Five,257905,Two Lakh Fifty Seven Thousand Nine Hundred Five
11,11,073-20-000051,01-Sep-2021,30-Nov-2021,Operation and maintenance of street lighting system in ward no-73  (P-Nagarabhavi BDA)  Package R7 of Rajarajeshwari Nagar Zone.,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000024,30-Jan-2021,000075,09-Feb-2022,000075,09-Feb-2022,,           ,Under Process in EE (Acts. Supdt.),420616,Four Lakh Twenty  Thousand Six Hundred Sixteen,30757,Thirty  Thousand Seven Hundred Fifty Seven,389859,Three Lakh Eighty Nine Thousand Eight Hundred Fifty Nine
12,12,073-20-000051,31-Jan-2021,31-Jan-2022,Operation and maintenance of street lighting system in ward no-73  (P-Nagarabhavi BDA)  Package R7 of Rajarajeshwari Nagar Zone.,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000024,30-Jan-2021,000044,07-Oct-2021,000044,07-Oct-2021,,           ,000387 / 02-Mar-2022 in RTGS,560820,Five Lakh Sixty  Thousand Eight Hundred Twenty ,43008,Fourty Three Thousand Eight,517812,Five Lakh Seventeen Thousand Eight Hundred Twelve
13,13,073-20-000051,31-Jan-2021,31-Jan-2022,Operation and maintenance of street lighting system in ward no-73  (P-Nagarabhavi BDA)  Package R7 of Rajarajeshwari Nagar Zone.,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SAI ELECTRICOM,9845351993,saielectriccom@gmail.com,Running,000024,30-Jan-2021,000043,07-Oct-2021,000043,07-Oct-2021,,           ,000387 / 02-Mar-2022 in RTGS,420616,Four Lakh Twenty  Thousand Six Hundred Sixteen,31758,Thirty One Thousand Seven Hundred Fifty Eight,388858,Three Lakh Eighty Eight Thousand Eight Hundred Fifty Eight
14,14,073-20-000015,16-Jan-2021,29-Mar-2021,Providing and Drilling Borewells near Laghumaiah and Hanumanthaiah Residence in Malagala Village In Ward No 73,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000152,16-Jan-2021,000027,22-Jul-2021,000076,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1791577,Seventeen Lakh Ninety One Thousand Five Hundred Seventy Seven,65177,Sixty Five Thousand One Hundred Seventy Seven,1726400,Seventeen Lakh Twenty Six Thousand Four Hundred 
15,15,073-20-000090,29-Dec-2020,24-Nov-2021,Drilling of Borewells for Drinking water Purpose at ward no 73 in R R Nagar Zone  ,073 Kottegepalya,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,NATURE CARE,9845355689,,First and Final,000057,29-Dec-2020,000038,01-Dec-2021,000039,01-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,5067255,Fifty  Lakh Sixty Seven Thousand Two Hundred Fifty Five,197045,One Lakh Ninety Seven Thousand Fourty Five,4870210,Fourty Eight Lakh Seventy  Thousand Two Hundred Ten
16,16,073-17-000001,04-Dec-2020,30-Aug-2021,Proposed construction of Dog Kennel building near summanahalli crimmotorium in ward no 73,073 Kottegepalya,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0273 Street Dog Management,SREEDHARA.K.C,9901698462,,Second and Final,000051,10-Dec-2020,000027,15-Sep-2021,000028,16-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,1473960,Fourteen Lakh Seventy Three Thousand Nine Hundred Sixty ,420132,Four Lakh Twenty  Thousand One Hundred Thirty Two,1053828,Ten Lakh Fifty Three Thousand Eight Hundred Twenty Eight
17,17,073-17-000001,10-Dec-2020,28-May-2021,Proposed construction of Dog Kennel building near summanahalli crimmotorium in ward no 73,073 Kottegepalya,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0273 Street Dog Management,SREEDHARA.K.C,9901698462,,Running,000051,10-Dec-2020,000006,08-Jun-2021,000007,09-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,6627072,Sixty Six Lakh Twenty Seven Thousand Seventy Two,349167,Three Lakh Fourty Nine Thousand One Hundred Sixty Seven,6277905,Sixty Two Lakh Seventy Seven Thousand Nine Hundred Five
18,18,073-20-000008,09-Dec-2020,05-Jul-2021,Providing Cement Concrete Road to remaining roads in Narasimhapalya in Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000110,09-Dec-2020,000037,01-Oct-2021,000167,01-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,3447086,Thirty Four Lakh Fourty Seven Thousand Eighty Six,155286,One Lakh Fifty Five Thousand Two Hundred Eighty Six,3291800,Thirty Two Lakh Ninety One Thousand Eight Hundred 
19,19,073-20-000006,09-Dec-2020,28-Mar-2021,Providing of Concrete work selected roads in Malagala Village in Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000111,09-Dec-2020,000021,06-Jul-2021,000078,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,2959245,Twenty Nine Lakh Fifty Nine Thousand Two Hundred Fourty Five,148245,One Lakh Fourty Eight Thousand Two Hundred Fourty Five,2811000,Twenty Eight Lakh Eleven Thousand 
20,20,073-20-000007,09-Dec-2020,31-Mar-2021,Providing Borewell and Construction of Toilet in Adijamba Colony in Ward No 73 kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000113,09-Dec-2020,000023,06-Jul-2021,000080,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1306115,Thirteen Lakh Six Thousand One Hundred Fifteen,47415,Fourty Seven Thousand Four Hundred Fifteen,1258700,Twelve Lakh Fifty Eight Thousand Seven Hundred 
21,21,073-20-000014,09-Dec-2020,06-Mar-2021,Providing Cement Concrete road near Naganna Residency Malagala village In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000112,09-Dec-2020,000022,06-Jul-2021,000079,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,2465626,Twenty Four Lakh Sixty Five Thousand Six Hundred Twenty Six,124026,One Lakh Twenty Four Thousand Twenty Six,2341600,Twenty Three Lakh Fourty One Thousand Six Hundred 
22,22,073-19-000044,08-Dec-2020,05-Mar-2021,Water supply  of  New Areas In Ward No  73,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1802 Water Supply New Areas,PRAKASH S,9449009383,,First and Final,000108,08-Dec-2020,000020,06-Jul-2021,000077,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,3666968,Thirty Six Lakh Sixty Six Thousand Nine Hundred Sixty Eight,168068,One Lakh Sixty Eight Thousand Sixty Eight,3498900,Thirty Four Lakh Ninety Eight Thousand Nine Hundred 
23,23,073-20-000013,08-Feb-2020,18-Mar-2021,Providing and Drilling Borewells Near Honnagirigowda Residence In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,PRAKASH S,9449009383,,First and Final,000109,08-Dec-2020,000026,22-Jul-2021,000075,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1322233,Thirteen Lakh Twenty Two Thousand Two Hundred Thirty Three,48033,Fourty Eight Thousand Thirty Three,1274200,Twelve Lakh Seventy Four Thousand Two Hundred 
24,24,073-20-000012,24-Nov-2021,25-Nov-2021,Providing Developments Works Ward office Building In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,DARSHAN C R,9844938166,,First and Final,000102,24-Nov-2020,000052,14-Jan-2022,000227,14-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,1473013,Fourteen Lakh Seventy Three Thousand Thirteen,67913,Sixty Seven Thousand Nine Hundred Thirteen,1405100,Fourteen Lakh Five Thousand One Hundred 
25,25,073-18-000055,18-Sep-2020,25-Nov-2021,Construction of Yoga Mandhira at Nagarabhavi 9th Block In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,DARSHAN C R,9844938166,,First and Final,000095,18-Sep-2020,000051,14-Jan-2022,000226,14-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,2463866,Twenty Four Lakh Sixty Three Thousand Eight Hundred Sixty Six,104166,One Lakh Four Thousand One Hundred Sixty Six,2359700,Twenty Three Lakh Fifty Nine Thousand Seven Hundred 
26,26,073-18-000054,18-Sep-2020,06-Sep-2021,Construction of Compound at Ganapathi Temple Nagarabhavi 10th Block In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,MANJULA K           ,9448009463,,First and Final,000094,18-Sep-2020,000038,11-Oct-2021,000168,11-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,2572628,Twenty Five Lakh Seventy Two Thousand Six Hundred Twenty Eight,272728,Two Lakh Seventy Two Thousand Seven Hundred Twenty Eight,2299900,Twenty Two Lakh Ninety Nine Thousand Nine Hundred 
27,27,073-18-000053,14-Sep-2020,22-Feb-2021,Construction of Jnana Mandhira Near Chowdeshwari Temple at Nagarabhavi 3rd Block In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,SRI CHANNIGARAYA SWA,9845307275,,First and Final,000082,14-Sep-2020,000039,30-Oct-2021,000195,08-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,2956976,Twenty Nine Lakh Fifty Six Thousand Nine Hundred Seventy Six,144076,One Lakh Fourty Four Thousand Seventy Six,2812900,Twenty Eight Lakh Twelve Thousand Nine Hundred 
28,28,073-20-000010,14-Sep-2020,30-Jul-2021,Providing development Works to Jnanamandira near Chamundeshwari temple 3rd Block in Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,SRI CHANNIGARAYA SWA,9845307275,,First and Final,000081,14-Sep-2020,000040,30-Oct-2021,000194,08-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,2885926,Twenty Eight Lakh Eighty Five Thousand Nine Hundred Twenty Six,129726,One Lakh Twenty Nine Thousand Seven Hundred Twenty Six,2756200,Twenty Seven Lakh Fifty Six Thousand Two Hundred 
29,29,073-20-000016,27-Aug-2020,08-Dec-2020,Improvements works to Bangalore-01 building near Mahathma Gandhi Park 9th Block Nagarabhavi In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,ASHOK,9972243430,,First and Final,000080,27-Aug-2020,000061,15-Jan-2021,000111,18-Jan-2021,,           ,000384 / 02-Mar-2022 in RTGS,1925587,Nineteen Lakh Twenty Five Thousand Five Hundred Eighty Seven,81387,Eighty One Thousand Three Hundred Eighty Seven,1844200,Eighteen Lakh Fourty Four Thousand Two Hundred 
30,30,073-18-000032,23-Jun-2020,04-Sep-2020,Replacing the Mineral water unit and construction of water unit Building at Narashiahnapalya ward no 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,"P3332 Special Development works at Ward No. 02,12,22,23,24,25,30,31,37, 38,40,41,42,47,49,53,55,56,59,73,77,78,81,74,87,97,102,117,118,120,121,131,134,136,140,135,147,148,152,157,170,172,176 ( 43 wards Rs.4.00 Cr. Each)",C.T. Devaraju ,8073111194,,First and Final,000040,23-Jun-2020,000043,25-Sep-2020,000085,25-Sep-2020,,           ,000271 / 17-Nov-2021 in RTGS,965180,Nine Lakh Sixty Five Thousand One Hundred Eighty ,43345,Fourty Three Thousand Three Hundred Fourty Five,921835,Nine Lakh Twenty One Thousand Eight Hundred Thirty Five
31,31,073-18-000050,01-Jun-2020,29-Jun-2020,Construction  Remaining Roads and Drain at Sunkadakatte and Srinivasa Nagara In Ward No 73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,P1771 Zone Works - POW Works,MANJULA K           ,9448009463,,First and Final,000021,01-Jun-2020,000041,13-Jul-2020,000072,13-Jul-2020,,           ,000247 / 13-Jul-2022 in RTGS,5151430,Fifty One Lakh Fifty One Thousand Four Hundred Thirty ,447480,Four Lakh Fourty Seven Thousand Four Hundred Eighty ,4703950,Fourty Seven Lakh Three Thousand Nine Hundred Fifty 
32,32,073-19-000046,01-May-2020,30-Apr-2021,"Providing Electrical Maintenance and Repair to electrical Crematorium  including replacement of furnace coils, Refractory materials and periodical cleaning of Scrubbers using  necesssery spare parts,  tools and skilled man power etc, complete at Summanahalli  in ward No 73 of RR Nagar Zone",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0287 M and R to Electrical Crematoria,SHREE SHANMUKHA ENGI,8971845948,,Final,000003,02-May-2020,000025,31-Aug-2021,000025,31-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,269326,Two Lakh Sixty Nine Thousand Three Hundred Twenty Six,28615,Twenty Eight Thousand Six Hundred Fifteen,240711,Two Lakh Fourty  Thousand Seven Hundred Eleven
33,33,073-19-000046,01-May-2020,30-Apr-2021,"Providing Electrical Maintenance and Repair to electrical Crematorium  including replacement of furnace coils, Refractory materials and periodical cleaning of Scrubbers using  necesssery spare parts,  tools and skilled man power etc, complete at Summanahalli  in ward No 73 of RR Nagar Zone",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0287 M and R to Electrical Crematoria,SHREE SHANMUKHA ENGI,8971845948,,Running,000003,02-May-2020,000023,31-Aug-2021,000023,31-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,1088545,Ten Lakh Eighty Eight Thousand Five Hundred Fourty Five,86176,Eighty Six Thousand One Hundred Seventy Six,1002369,Ten Lakh Two Thousand Three Hundred Sixty Nine
34,34,073-19-000047,01-May-2020,31-Aug-2021,"Providing Electrical Maintenance and Providing Electrical Maintenance and Repair to Animal electrical Crematorium  including replacement of furnace coils, Refractory materials and periodical cleaning of Scrubbers using  necesssery spare parts tools and skilled man power etc complete at Summanahalli  in ward No 73 of RR Nagar Zone .",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0287 M and R to Electrical Crematoria,SHREE VINAYAKA ELECT,9449635843,,Final,000002,02-May-2020,000021,31-Aug-2021,000021,31-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,348511,Three Lakh Fourty Eight Thousand Five Hundred Eleven,35690,Thirty Five Thousand Six Hundred Ninety ,312821,Three Lakh Twelve Thousand Eight Hundred Twenty One
35,35,073-19-000047,01-May-2020,30-Apr-2021,"Providing Electrical Maintenance and Providing Electrical Maintenance and Repair to Animal electrical Crematorium  including replacement of furnace coils, Refractory materials and periodical cleaning of Scrubbers using  necesssery spare parts tools and skilled man power etc complete at Summanahalli  in ward No 73 of RR Nagar Zone .",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0287 M and R to Electrical Crematoria,SHREE VINAYAKA ELECT,9449635843,,Running,000002,02-May-2020,000020,31-Aug-2021,000020,31-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,1414505,Fourteen Lakh Fourteen Thousand Five Hundred Five,74279,Seventy Four Thousand Two Hundred Seventy Nine,1340226,Thirteen Lakh Fourty  Thousand Two Hundred Twenty Six
36,36,073-11-000031,05-Mar-2020,07-Dec-2020,Development of Dhobhighat in ward NO 73,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P1806 Development of Dhobighat in New Zones, SRI LAKSHMI ELECTRI,9448771971,,First and Final,000050,05-Mar-2020,000119,06-Feb-2021,000118,06-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,7868762,Seventy Eight Lakh Sixty Eight Thousand Seven Hundred Sixty Two,313439,Three Lakh Thirteen Thousand Four Hundred Thirty Nine,7555323,Seventy Five Lakh Fifty Five Thousand Three Hundred Twenty Three
37,37,073-19-000048,19-Nov-2019,17-Nov-2020,"Providing Electrical Maintenance and repair to BBMP Buildings in ward no-73, RR Nagar Zone",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P0294 M and R to Electrical Inst in BMP Buildings, Schools, M.Homes, Community Halls, Markets and Others",SRI NANJUNDESWARA EL,9972128255,,First and Final,000041,19-Nov-2019,000123,18-Feb-2021,000122,18-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,174477,One Lakh Seventy Four Thousand Four Hundred Seventy Seven,10003,Ten Thousand Three,164474,One Lakh Sixty Four Thousand Four Hundred Seventy Four
38,38,073-19-000049,09-Nov-2019,06-Mar-2020,Providing electrical M and R to park lightings at Ward No 73 RR Nagar Zone,073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P0298 M and R to Electrical Installations in Parks and Gardens, Playgrounds, Burial Grounds",AADITYAELECTRICALS,9740808047,,First and Final,000039,09-Nov-2019,000004,27-Apr-2020,000004,27-Apr-2020,,           ,000123 / 23-May-2022 in RTGS,137915,One Lakh Thirty Seven Thousand Nine Hundred Fifteen,5358,Five Thousand Three Hundred Fifty Eight,132557,One Lakh Thirty Two Thousand Five Hundred Fifty Seven
39,39,073-19-000050,09-Nov-2019,07-Jan-2020,"Providing  Auto  Control panels to High mast lights in ward no-73, RR Nagar zone",073 Kottegepalya,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P0303 M and R to Pumpsets, Lifts, DG Sets, Wireless sets and Internal Telephone Exchange",POWER MAC,9845432134,,First and Final,000034,09-Nov-2019,000002,23-Apr-2020,000002,23-Apr-2020,,           ,Under Process in AdCf - Acts. Supdt.,97873,Ninety Seven Thousand Eight Hundred Seventy Three,8698,Eight Thousand Six Hundred Ninety Eight,89175,Eighty Nine Thousand One Hundred Seventy Five
40,40,073-18-000033,08-Nov-2019,05-Feb-2020,Construction of Compound and fixing Chain link Fencing to Park Near Pipeline Sunkadakatte in ward no 73 Kottigepalya,073 Kottegepalya,Executive Engineer (Project) Rajarajeshwari Nagar Zone,"P3332 Special Development works at Ward No. 02,12,22,23,24,25,30,31,37, 38,40,41,42,47,49,53,55,56,59,73,77,78,81,74,87,97,102,117,118,120,121,131,134,136,140,135,147,148,152,157,170,172,176 ( 43 wards Rs.4.00 Cr. Each)",NATURE CARE,9845355689,,First and Final,000031,08-Nov-2019,000004,29-Jun-2020,000005,30-Jun-2020,,           ,000143 / 02-Jun-2022 in RTGS,2581792,Twenty Five Lakh Eighty One Thousand Seven Hundred Ninety Two,131672,One Lakh Thirty One Thousand Six Hundred Seventy Two,2450120,Twenty Four Lakh Fifty  Thousand One Hundred Twenty 
41,41,073-19-000007,08-Nov-2019,05-Feb-2020,Development of park at Nagarabhavi   in R R Nagar Zone,073 Kottegepalya,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,NATURE CARE,9845355689,,First and Final,000029,08-Nov-2019,000005,29-Jun-2020,000006,30-Jun-2020,,           ,000138 / 31-May-2022 in RTGS,2672652,Twenty Six Lakh Seventy Two Thousand Six Hundred Fifty Two,136307,One Lakh Thirty Six Thousand Three Hundred Seven,2536345,Twenty Five Lakh Thirty Six Thousand Three Hundred Fourty Five
42,42,073-18-000048,31-Oct-2019,29-Mar-2021,Desiting and Development of Drain and site clearance in 10th main and cross road at 9th Block Nagarabhavi 2nd stage  in ward no  73 Kottigepalya,073 Kottegepalya,Executive Engineer Rajarajeshwari Nagar Division,"P3332 Special Development works at Ward No. 02,12,22,23,24,25,30,31,37, 38,40,41,42,47,49,53,55,56,59,73,77,78,81,74,87,97,102,117,118,120,121,131,134,136,140,135,147,148,152,157,170,172,176 ( 43 wards Rs.4.00 Cr. Each)",MANJULA K           ,9448009463,,First and Final,000148,31-Oct-2019,000019,06-Jul-2021,000082,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,2642409,Twenty Six Lakh Fourty Two Thousand Four Hundred Nine,109809,One Lakh Nine Thousand Eight Hundred Nine,2532600,Twenty Five Lakh Thirty Two Thousand Six Hundred 
