,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,044-19-000022,15-Feb-2019,18-May-2019,Improvement to Ashokapura Adjacent slum in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P3398 Developmental works in Ward No. 18,22,31,32,44,67,69,70,74,102,103,135,139 and 176,Rs.6cr each",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000282,28-Feb-2019,000160,11-Sep-2019,000249,13-Sep-2019,,           ,000374 / 23-Feb-2022 in RTGS,5401829,Fifty Four Lakh One Thousand Eight Hundred Twenty Nine,647044,Six Lakh Fourty Seven Thousand Fourty Four,4754785,Fourty Seven Lakh Fifty Four Thousand Seven Hundred Eighty Five
116,116,044-19-000027,15-Feb-2019,29-Jun-2019,Providing Rain water harwesting units in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,Running,000289,28-Feb-2019,000114,20-Jul-2019,000181,22-Jul-2019,,           ,000123 / 29-Jul-2021 in RTGS,4941288,Fourty Nine Lakh Fourty One Thousand Two Hundred Eighty Eight,600711,Six Lakh Seven Hundred Eleven,4340577,Fourty Three Lakh Fourty  Thousand Five Hundred Seventy Seven
117,117,044-19-000036,15-Feb-2019,03-Jun-2019,Improvements to drain to 1st main road and other cross roads (W0268and  W0253)Shankaranagara in ward no.44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000281,28-Feb-2019,000093,04-Jul-2019,000155,04-Jul-2019,,           ,000225 / 05-Oct-2021 in RTGS,5449102,Fifty Four Lakh Fourty Nine Thousand One Hundred Two,679682,Six Lakh Seventy Nine Thousand Six Hundred Eighty Two,4769420,Fourty Seven Lakh Sixty Nine Thousand Four Hundred Twenty 
118,118,044-19-000045,15-Feb-2019,24-May-2019,Improvements to roads and drains to 2nd cross and Maszid road from Thumkur service road to  APMC Yard (W0041 and W0033)  in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000285,28-Feb-2019,000094,04-Jul-2019,000156,04-Jul-2019,,           ,000225 / 05-Oct-2021 in RTGS,8920643,Eighty Nine Lakh Twenty  Thousand Six Hundred Fourty Three,1090480,Ten Lakh Ninety  Thousand Four Hundred Eighty ,7830163,Seventy Eight Lakh Thirty  Thousand One Hundred Sixty Three
119,119,044-19-000030,15-Feb-2019,13-May-2019,"Construction  of Rcc darin with covering slab to 1st cross  and 10th main of Shankaranagara in ward no.44 Marappanapalya. (W0245, and W0242)",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000290,28-Feb-2019,000087,26-Jun-2019,000147,28-Jun-2019,,           ,000225 / 05-Oct-2021 in RTGS,5945650,Fifty Nine Lakh Fourty Five Thousand Six Hundred Fifty ,728705,Seven Lakh Twenty Eight Thousand Seven Hundred Five,5216945,Fifty Two Lakh Sixteen Thousand Nine Hundred Fourty Five
120,120,044-19-000032,15-Feb-2019,30-May-2019,"Construction  of Rcc darin with covering slab to 7th and 8th main of   of Shankaranagara in ward no.44 Marappanapalya. (W0246, and W0248)",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000287,28-Feb-2019,000088,27-Jun-2019,000146,28-Jun-2019,,           ,000220 / 04-Oct-2021 in RTGS,5948048,Fifty Nine Lakh Fourty Eight Thousand Fourty Eight,731435,Seven Lakh Thirty One Thousand Four Hundred Thirty Five,5216613,Fifty Two Lakh Sixteen Thousand Six Hundred Thirteen
121,121,044-19-000035,15-Feb-2019,28-Mar-2019,"Construction  of Rcc darin with covering slab to 2nd, 3rd main and 3rd A main  and other cross roads of  Shankaranagara in ward no.44 Marappanapalya. (W0258. W0260,  W0264 and W0262, W0219)",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000292,28-Feb-2019,000076,12-Jun-2019,000126,12-Jun-2019,,           ,000212 / 27-Sep-2021 in RTGS,7863447,Seventy Eight Lakh Sixty Three Thousand Four Hundred Fourty Seven,952192,Nine Lakh Fifty Two Thousand One Hundred Ninety Two,6911255,Sixty Nine Lakh Eleven Thousand Two Hundred Fifty Five
122,122,044-19-000037,15-Feb-2019,29-Mar-2019,"Construction  of Rcc darin with covering slab to 2nd,3rd, 4th 5th,6th 7th and 8th cross roads  of  Srikanteshwaranagara in ward no.44 Marappanapalya. (W0291. W0289, and W0287, W0283. W0281,W0267 and W0259)",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000284,28-Feb-2019,000061,28-May-2019,000102,28-May-2019,,           ,000118 / 27-Jul-2021 in RTGS,8919160,Eighty Nine Lakh Nineteen Thousand One Hundred Sixty ,1093827,Ten Lakh Ninety Three Thousand Eight Hundred Twenty Seven,7825333,Seventy Eight Lakh Twenty Five Thousand Three Hundred Thirty Three
123,123,044-19-000034,15-Feb-2019,22-Apr-2019,"Construction  of Rcc darin with covering slab to 1st,3rd and  4th cross of  Shankaranagara in ward no.44 Marappanapalya. (W0235. W0237, and W0251)",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,kridl,9900333496,,First and Final,000288,28-Feb-2019,000050,21-May-2019,000077,22-May-2019,,           ,000118 / 27-Jul-2021 in RTGS,6937565,Sixty Nine Lakh Thirty Seven Thousand Five Hundred Sixty Five,836693,Eight Lakh Thirty Six Thousand Six Hundred Ninety Three,6100872,Sixty One Lakh Eight Hundred Seventy Two
124,124,044-19-000035,24-Dec-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-2 under the P-code of P3403 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,ACCORD CONSULTANTS,9538136111,,First and Final,000214,23-Dec-2018,000312,28-Jan-2020,000062,07-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,491400,Four Lakh Ninety One Thousand Four Hundred ,49140,Fourty Nine Thousand One Hundred Fourty ,442260,Four Lakh Fourty Two Thousand Two Hundred Sixty 
125,125,044-19-000040,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-3 under the P-code of P3403 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,ACCORD CONSULTANTS,9538136111,,First and Final,000215,23-Dec-2018,000313,28-Jan-2020,000042,04-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,496900,Four Lakh Ninety Six Thousand Nine Hundred ,49690,Fourty Nine Thousand Six Hundred Ninety ,447210,Four Lakh Fourty Seven Thousand Two Hundred Ten
126,126,044-19-000045,24-Dec-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-4 under the P-code of P3403 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,ACCORD CONSULTANTS,9538136111,,First and Final,000216,23-Dec-2018,000314,28-Jan-2020,000035,04-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,496900,Four Lakh Ninety Six Thousand Nine Hundred ,49690,Fourty Nine Thousand Six Hundred Ninety ,447210,Four Lakh Fourty Seven Thousand Two Hundred Ten
127,127,044-19-000051,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-5 under the P-code of P3403 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,ACCORD CONSULTANTS,9538136111,,First and Final,000217,23-Dec-2018,000315,28-Jan-2020,000036,04-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,496400,Four Lakh Ninety Six Thousand Four Hundred ,49640,Fourty Nine Thousand Six Hundred Fourty ,446760,Four Lakh Fourty Six Thousand Seven Hundred Sixty 
128,128,044-19-000024,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-1 under the P-code of P3423 ,P3424 and P3397 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3423 Maintenance of Parks at 44 and 47 each Rs.50.00 Lakhs,ACCORD CONSULTANTS,9538136111,,First and Final,000204,22-Dec-2018,000309,28-Jan-2020,000049,05-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,377700,Three Lakh Seventy Seven Thousand Seven Hundred ,37770,Thirty Seven Thousand Seven Hundred Seventy ,339930,Three Lakh Thirty Nine Thousand Nine Hundred Thirty 
129,129,044-19-000027,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-1 under the P-code of P3403 ( Special Development Works) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3403 Special Development works at Marappanapalya ward,ACCORD CONSULTANTS,9538136111,,First and Final,000213,22-Dec-2018,000311,28-Jan-2020,000038,04-May-2020,,           ,000144 / 03-Jun-2022 in RTGS,499000,Four Lakh Ninety Nine Thousand ,49900,Fourty Nine Thousand Nine Hundred ,449100,Four Lakh Fourty Nine Thousand One Hundred 
130,130,044-19-000015,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-1 under the P-code of P3398 ( Developmental Works in Ward) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division”.",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P3398 Developmental works in Ward No. 18,22,31,32,44,67,69,70,74,102,103,135,139 and 176,Rs.6cr each",ACCORD CONSULTANTS,9538136111,,First and Final,000205,22-Dec-2018,000307,28-Jan-2020,000495,18-Mar-2020,,           ,000112 / 17-May-2022 in RTGS,299400,Two Lakh Ninety Nine Thousand Four Hundred ,29940,Twenty Nine Thousand Nine Hundred Fourty ,269460,Two Lakh Sixty Nine Thousand Four Hundred Sixty 
131,131,044-19-000020,10-Oct-2018,12-Nov-2019,"Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-2 under the P-code of P3398 ( Developmental Works in Ward) in Ward No.44, Mahalakshimipuram Sub Division, Mahalakshmipuram Division",044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P3398 Developmental works in Ward No. 18,22,31,32,44,67,69,70,74,102,103,135,139 and 176,Rs.6cr each",ACCORD CONSULTANTS,9538136111,,First and Final,000207,22-Dec-2018,000308,28-Jan-2020,000493,18-Mar-2020,,           ,000112 / 17-May-2022 in RTGS,298000,Two Lakh Ninety Eight Thousand ,29800,Twenty Nine Thousand Eight Hundred ,268200,Two Lakh Sixty Eight Thousand Two Hundred 
132,132,044-19-000014,10-Oct-2018,31-Jul-2019,Providing Consultancy services for Preparation of Detailed Project Report (DPR) for the works of Package-1 under the P-code of P3409 ( SFC United SC-SP/tsp Grant Works) in Mahalakshmipuram Division,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3409 SFC Untied SC-SP/TSP Grant works,ACCORD CONSULTANTS,9538136111,,First and Final,000196,22-Dec-2018,000139,26-Aug-2019,000227,09-Sep-2019,,           ,000374 / 23-Feb-2022 in RTGS,391800,Three Lakh Ninety One Thousand Eight Hundred ,39180,Thirty Nine Thousand One Hundred Eighty ,352620,Three Lakh Fifty Two Thousand Six Hundred Twenty 
133,133,044-18-000121,29-Nov-2018,08-Jan-2020,Construction of culverts at shankarnagara surroundings in ward NO.44 Marappanapalya ,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P1771 Zone Works - POW Works,SHIVU CONSTRUCTIONS,9620699722,,First and Final,000187,14-Dec-2018,000338,17-Feb-2020,000412,18-Feb-2020,,           ,000104 / 16-May-2022 in RTGS,1790923,Seventeen Lakh Ninety  Thousand Nine Hundred Twenty Three,89488,Eighty Nine Thousand Four Hundred Eighty Eight,1701435,Seventeen Lakh One Thousand Four Hundred Thirty Five
134,134,044-18-000116,01-Dec-2018,15-Feb-2019,Providing and maintenane of street name boards in ward NO.44 Marappanapalya ,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P1771 Zone Works - POW Works,G.K.Maruthikumar,0000000000,,First and Final,000186,14-Dec-2018,000282,02-Feb-2019,000450,02-Feb-2019,,           ,000067 / 08-Jun-2021 in RTGS,1844033,Eighteen Lakh Fourty Four Thousand Thirty Three,183768,One Lakh Eighty Three Thousand Seven Hundred Sixty Eight,1660265,Sixteen Lakh Sixty  Thousand Two Hundred Sixty Five
135,135,044-18-000124,29-Nov-2018,31-Dec-2018,Construction of RCC drains and culverts at Kirloskar foundry  in ward NO.44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P1771 Zone Works - POW Works,H.N.Shivashankar,0000000000,,First and Final,000185,14-Dec-2018,000281,01-Feb-2019,000449,02-Feb-2019,,           ,000056 / 02-Jun-2021 in RTGS,1793737,Seventeen Lakh Ninety Three Thousand Seven Hundred Thirty Seven,196980,One Lakh Ninety Six Thousand Nine Hundred Eighty ,1596757,Fifteen Lakh Ninety Six Thousand Seven Hundred Fifty Seven
136,136,044-19-000008,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Shankara  Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000046,05-Sep-2018,000143,22-Nov-2018,000141,22-Nov-2018,004726,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498627,Twenty Four Lakh Ninety Eight Thousand Six Hundred Twenty Seven,309473,Three Lakh Nine Thousand Four Hundred Seventy Three,2189154,Twenty One Lakh Eighty Nine Thousand One Hundred Fifty Four
137,137,044-19-000001,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Vijayananda Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000048,05-Sep-2018,000140,20-Nov-2018,000134,20-Nov-2018,004706,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498509,Twenty Four Lakh Ninety Eight Thousand Five Hundred Nine,309458,Three Lakh Nine Thousand Four Hundred Fifty Eight,2189051,Twenty One Lakh Eighty Nine Thousand Fifty One
138,138,044-19-000002,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Nanjundeshwara  Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000049,05-Sep-2018,000135,19-Nov-2018,000135,20-Nov-2018,004707,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498509,Twenty Four Lakh Ninety Eight Thousand Five Hundred Nine,309470,Three Lakh Nine Thousand Four Hundred Seventy ,2189039,Twenty One Lakh Eighty Nine Thousand Thirty Nine
139,139,044-19-000003,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Rajiv Gandhi Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000050,05-Sep-2018,000136,19-Nov-2018,000136,20-Nov-2018,004708,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498509,Twenty Four Lakh Ninety Eight Thousand Five Hundred Nine,309458,Three Lakh Nine Thousand Four Hundred Fifty Eight,2189051,Twenty One Lakh Eighty Nine Thousand Fifty One
140,140,044-19-000004,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Srikanteshwara Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000047,05-Sep-2018,000141,20-Nov-2018,000137,20-Nov-2018,004709,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498627,Twenty Four Lakh Ninety Eight Thousand Six Hundred Twenty Seven,309473,Three Lakh Nine Thousand Four Hundred Seventy Three,2189154,Twenty One Lakh Eighty Nine Thousand One Hundred Fifty Four
141,141,044-19-000005,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Goutham Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000043,05-Sep-2018,000142,20-Nov-2018,000138,20-Nov-2018,004710,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498509,Twenty Four Lakh Ninety Eight Thousand Five Hundred Nine,309458,Three Lakh Nine Thousand Four Hundred Fifty Eight,2189051,Twenty One Lakh Eighty Nine Thousand Fifty One
142,142,044-19-000006,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Gajanana Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000044,05-Sep-2018,000137,19-Nov-2018,000139,20-Nov-2018,004711,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498509,Twenty Four Lakh Ninety Eight Thousand Five Hundred Nine,309458,Three Lakh Nine Thousand Four Hundred Fifty Eight,2189051,Twenty One Lakh Eighty Nine Thousand Fifty One
143,143,044-19-000007,05-Sep-2018,02-Nov-2018,Providing energy seving LED Street Lights Ashokapura Nagara in ward no 44,044 Marappana Palya,Executive Engineer Electrical West Zone,P2178 Works sanctioned by Dy. Mayor,Executive Engineer 4 KRIDL,9448370460,,First and Final,000045,05-Sep-2018,000138,19-Nov-2018,000140,20-Nov-2018,004712,06-Mar-2021,000292 / 09-Mar-2021 in RTGS,2498627,Twenty Four Lakh Ninety Eight Thousand Six Hundred Twenty Seven,309474,Three Lakh Nine Thousand Four Hundred Seventy Four,2189153,Twenty One Lakh Eighty Nine Thousand One Hundred Fifty Three
144,144,044-18-000130,03-Jul-2018,31-Jul-2018,Construction of RCC drains at 1st cross  Parmilanagar from Raviteja petrol bunk to Kanteeravanagar slum in ward no-44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",kridl,9900333496,,First and Final,000058,06-Jul-2018,000120,08-Aug-2018,000228,09-Aug-2018,005430,28-Aug-2018,000187 / 03-Sep-2018 in RTGS,4999698,Fourty Nine Lakh Ninety Nine Thousand Six Hundred Ninety Eight,612165,Six Lakh Twelve Thousand One Hundred Sixty Five,4387533,Fourty Three Lakh Eighty Seven Thousand Five Hundred Thirty Three
145,145,044-18-000131,03-Jul-2018,31-Jul-2018,Providing CC to road and constructions of culverts at  1st cross Parmilanagar from Raviteja petrol bunk to Kanteeravanagar slum in ward no-44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",kridl,9900333496,,First and Final,000057,06-Jul-2018,000121,08-Aug-2018,000227,09-Aug-2018,005427,28-Aug-2018,000187 / 03-Sep-2018 in RTGS,4998530,Fourty Nine Lakh Ninety Eight Thousand Five Hundred Thirty ,604728,Six Lakh Four Thousand Seven Hundred Twenty Eight,4393802,Fourty Three Lakh Ninety Three Thousand Eight Hundred Two
146,146,044-18-000128,23-May-2018,19-Jun-2018,Development and beautification of around Indira Canteen in Ward no 44 Marappanapalya.  ,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3106 Nagarothana Works,kridl,9900333496,,First and Final,000043,11-Jun-2018,000059,25-Jun-2018,000119,25-Jun-2018,007045,27-Oct-2018,000260 / 31-Oct-2018 in RTGS,2499830,Twenty Four Lakh Ninety Nine Thousand Eight Hundred Thirty ,258710,Two Lakh Fifty Eight Thousand Seven Hundred Ten,2241120,Twenty Two Lakh Fourty One Thousand One Hundred Twenty 
147,147,044-17-000077,06-Jan-2018,29-Jun-2018,Construction of Yoga building beside Ramamandira at Vijayananda Nagar in Marappana Palya in ward no 44,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,"P3173 Special Development works in ward No.124, 185, 98, 188, 10, 14, 16, 30, 28, 37, 42, 130, 159, 65, 66, 73, 79, 80, 90, 95, 94, 89, 108, 111, 115, 97, 105, 131, 133, 119, 125, 137, 143, 124, 158, 138, 83, 166, 182, 129, 165, 161, 04, 88, 27, 31, 32, 52, 44, 26, 07, 183, 178, 187 (Rs.100 lakhs per ward)",KRIDL,9900333496,,First and Final,000024,07-Apr-2018,000092,18-Jul-2018,000180,18-Jul-2018,003518,17-Jul-2019,000116 / 18-Jul-2019 in RTGS,2969816,Twenty Nine Lakh Sixty Nine Thousand Eight Hundred Sixteen,362976,Three Lakh Sixty Two Thousand Nine Hundred Seventy Six,2606840,Twenty Six Lakh Six Thousand Eight Hundred Fourty 
148,148,044-18-000090,21-Sep-2021,29-Dec-2021,Improvements to ullas theatre circle in ward No-44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000470,28-Mar-2018,000144,19-Feb-2022,000242,23-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,999748,Nine Lakh Ninety Nine Thousand Seven Hundred Fourty Eight,103821,One Lakh Three Thousand Eight Hundred Twenty One,895927,Eight Lakh Ninety Five Thousand Nine Hundred Twenty Seven
149,149,044-18-000111,23-Mar-2018,28-Oct-2019,Construction of Culverts in Srikanteshwaranagara and surrounding area in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000491,28-Mar-2018,000140,02-Feb-2021,000317,03-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,2499642,Twenty Four Lakh Ninety Nine Thousand Six Hundred Fourty Two,382527,Three Lakh Eighty Two Thousand Five Hundred Twenty Seven,2117115,Twenty One Lakh Seventeen Thousand One Hundred Fifteen
150,150,044-18-000070,22-Mar-2018,10-Dec-2019,Providing hand railings from MRS quatrese to Kanteerava studio road in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000450,28-Mar-2018,000114,22-Oct-2020,000265,03-Nov-2020,,           ,Under Process in AdCf - Acts. Supdt.,1999030,Nineteen Lakh Ninety Nine Thousand Thirty ,288520,Two Lakh Eighty Eight Thousand Five Hundred Twenty ,1710510,Seventeen Lakh Ten Thousand Five Hundred Ten
151,151,044-18-000083,22-Mar-2018,06-Jan-2020,Improvements to Rajeevgandhinagara Park in ward no.44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000463,28-Mar-2018,000116,27-Oct-2020,000267,03-Nov-2020,,           ,Under Process in AdCf - Acts. Supdt.,4989800,Fourty Nine Lakh Eighty Nine Thousand Eight Hundred ,736195,Seven Lakh Thirty Six Thousand One Hundred Ninety Five,4253605,Fourty Two Lakh Fifty Three Thousand Six Hundred Five
152,152,044-18-000091,22-Mar-2018,26-Aug-2020,Improvement to foothpath and Providing Gym equipments at Kirloskar Foundry In ward No-44 Marappana playa,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000471,28-Mar-2018,000109,30-Sep-2020,000249,05-Oct-2020,,           ,Under Process in AdCf - Acts. Supdt.,5000000,Fifty  Lakh ,684939,Six Lakh Eighty Four Thousand Nine Hundred Thirty Nine,4315061,Fourty Three Lakh Fifteen Thousand Sixty One
153,153,044-18-000099,22-Mar-2018,04-May-2019,Construction of Dhyanamandira at Vijayanandanagara  in ward no.44 Marappanapalya,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000479,28-Mar-2018,000031,26-May-2020,000102,27-May-2020,,           ,000147 / 06-Jun-2022 in RTGS,4498449,Fourty Four Lakh Ninety Eight Thousand Four Hundred Fourty Nine,607584,Six Lakh Seven Thousand Five Hundred Eighty Four,3890865,Thirty Eight Lakh Ninety  Thousand Eight Hundred Sixty Five
154,154,044-18-000079,22-Mar-2018,28-Jan-2020,Improvements to Indira Priyadarshini park-1 at Shankaranagara in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,Second and Final,000459,28-Mar-2018,000029,25-May-2020,000100,26-May-2020,,           ,000147 / 06-Jun-2022 in RTGS,1349276,Thirteen Lakh Fourty Nine Thousand Two Hundred Seventy Six,176910,One Lakh Seventy Six Thousand Nine Hundred Ten,1172366,Eleven Lakh Seventy Two Thousand Three Hundred Sixty Six
155,155,044-18-000112,22-Mar-2018,28-Jan-2019,Construction of Tailaring center at Vijayanandanagara  in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000492,28-Mar-2018,000030,25-May-2020,000101,26-May-2020,,           ,000147 / 06-Jun-2022 in RTGS,2499831,Twenty Four Lakh Ninety Nine Thousand Eight Hundred Thirty One,345397,Three Lakh Fourty Five Thousand Three Hundred Ninety Seven,2154434,Twenty One Lakh Fifty Four Thousand Four Hundred Thirty Four
156,156,044-18-000096,22-Mar-2018,05-Sep-2019,Construction of Hospital building (Balance portion) at Ashokapura in ward no.44 Marappanapalya.,044 Marappana Palya,Executive Engineer Mahalakshmipuram West Zone,P3365 Special development works in Marappana Palya Ward,M/S KRIDL,9900333496,,First and Final,000476,28-Mar-2018,000361,07-Mar-2020,000446,07-Mar-2020,,           ,000291 / 18-Dec-2021 in RTGS,1998148,Nineteen Lakh Ninety Eight Thousand One Hundred Fourty Eight,273099,Two Lakh Seventy Three Thousand Ninety Nine,1725049,Seventeen Lakh Twenty Five Thousand Fourty Nine
