,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,072-19-000030,01-Jan-2019,06-Mar-2019,"Providing Consultancy Services for Preparation of Detailed Project Report (DPR) for the Works listed in Package-2 of Kengeri Division under the P-1878 (Bhagyajyothi, Suru/Neeru Yojane and General Works)",072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",M/S Accord Consultants,8618239904,,First and Final,000475,12-Dec-2018,000283,25-Mar-2019,000032,12-Apr-2019,003787,18-Jul-2019,000127 / 26-Jul-2019 in RTGS,472200,Four Lakh Seventy Two Thousand Two Hundred ,47220,Fourty Seven Thousand Two Hundred Twenty ,424980,Four Lakh Twenty Four Thousand Nine Hundred Eighty 
85,85,072-18-000025,11-Dec-2018,16-Aug-2019,Providing RCC Drain and Covering Slabs at Industrial area of Mahadeshwaranagara   in ward no 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3334 Special Development works at Ward No.106.141.151.072 ( 04 wards Rs.6.00 Cr. Each),Gnanendra Murthy M D,9986020978,,First and Final,000469,11-Dec-2018,000038,31-Aug-2019,000118,31-Aug-2019,,           ,000243 / 13-Oct-2021 in RTGS,4186657,Fourty One Lakh Eighty Six Thousand Six Hundred Fifty Seven,372016,Three Lakh Seventy Two Thousand Sixteen,3814641,Thirty Eight Lakh Fourteen Thousand Six Hundred Fourty One
86,86,072-18-000050,04-Dec-2018,31-Jan-2019,Drilling Borewells and Providing Electrification and Laying PVC Pipe Line With  End Connection of Borewells in Herohalli Ward Limits in Ward  No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,L.Devaraj Kuppar (Devu Enterprises),9845007498,,First and Final,000453,04-Dec-2018,000253,13-Feb-2019,000461,14-Feb-2019,,           ,000033 / 17-May-2021 in RTGS,2999471,Twenty Nine Lakh Ninety Nine Thousand Four Hundred Seventy One,236523,Two Lakh Thirty Six Thousand Five Hundred Twenty Three,2762948,Twenty Seven Lakh Sixty Two Thousand Nine Hundred Fourty Eight
87,87,072-19-000031,16-Nov-2018,26-Apr-2019,Improvements and Other Development Work at BBMP School Ground  In Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",M/S KRIDL,9845235505,,First and Final,000432,16-Nov-2018,000025,18-Jun-2019,000083,18-Jun-2019,003837,19-Jul-2019,000127 / 26-Jul-2019 in RTGS,8846244,Eighty Eight Lakh Fourty Six Thousand Two Hundred Fourty Four,967912,Nine Lakh Sixty Seven Thousand Nine Hundred Twelve,7878332,Seventy Eight Lakh Seventy Eight Thousand Three Hundred Thirty Two
88,88,072-19-000030,16-Nov-2018,28-Jan-2019,Construction of Retaining Wall at Daninamande Billekallu BBMP School Surrounding  In Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",M/S KRIDL,9845235505,,First and Final,000431,16-Nov-2018,000255,15-Feb-2019,000468,20-Feb-2019,001919,22-May-2019,000067 / 01-Jun-2019 in RTGS,8846908,Eighty Eight Lakh Fourty Six Thousand Nine Hundred Eight,994698,Nine Lakh Ninety Four Thousand Six Hundred Ninety Eight,7852210,Seventy Eight Lakh Fifty Two Thousand Two Hundred Ten
89,89,072-19-000032,16-Nov-2018,27-Jan-2018,Construction of Retaining Wall at Daninamande  Billekallu BBMP College Surrounding  In Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",M/S KRIDL,9845235505,,First and Final,000433,16-Nov-2018,000254,15-Feb-2019,000469,20-Feb-2019,001920,22-May-2019,000067 / 01-Jun-2019 in RTGS,8845771,Eighty Eight Lakh Fourty Five Thousand Seven Hundred Seventy One,1004697,Ten Lakh Four Thousand Six Hundred Ninety Seven,7841074,Seventy Eight Lakh Fourty One Thousand Seventy Four
90,90,072-19-000033,16-Nov-2018,27-Jan-2018,Improvements RCC Drain and Other Development Works at  Daninamande Billekallu BBMP School Surrounding  In Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",M/S KRIDL,9845235505,,First and Final,000434,16-Nov-2018,000256,15-Feb-2019,000470,20-Feb-2019,001921,22-May-2019,000067 / 01-Jun-2019 in RTGS,8846095,Eighty Eight Lakh Fourty Six Thousand Ninety Five,991799,Nine Lakh Ninety One Thousand Seven Hundred Ninety Nine,7854296,Seventy Eight Lakh Fifty Four Thousand Two Hundred Ninety Six
91,91,072-18-000026,09-Nov-2018,30-Jan-2019,Providing RCC Drain and Covering Slabs at Eastern Side area of Mahadeshwaranagara main road  in ward no 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3334 Special Development works at Ward No.106.141.151.072 ( 04 wards Rs.6.00 Cr. Each),S. Naveen,9731114337,,First and Final,000430,09-Nov-2018,000260,01-Mar-2019,000481,01-Mar-2019,,           ,000076 / 14-Jun-2021 in RTGS,4909460,Fourty Nine Lakh Nine Thousand Four Hundred Sixty ,475092,Four Lakh Seventy Five Thousand Ninety Two,4434368,Fourty Four Lakh Thirty Four Thousand Three Hundred Sixty Eight
92,92,072-18-000046,02-Nov-2018,28-Feb-2019,Silt and Removal of Debries at Northern Side Ward Limits  in Ward No 72 of Herohalli  Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Sharan Gowda,8660384016,,First and Final,000419,02-Nov-2018,000043,31-Aug-2019,000126,31-Aug-2019,,           ,000209 / 24-Sep-2021 in RTGS,775755,Seven Lakh Seventy Five Thousand Seven Hundred Fifty Five,68932,Sixty Eight Thousand Nine Hundred Thirty Two,706823,Seven Lakh Six Thousand Eight Hundred Twenty Three
93,93,072-18-000047,02-Nov-2018,28-Feb-2019,Silt and Removal of Debries at Southern  Side Ward Limits  in Ward No 72 of Herohalli  Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Sharan Gowda,8660384016,,First and Final,000420,02-Nov-2018,000040,31-Aug-2019,000125,31-Aug-2019,,           ,000209 / 24-Sep-2021 in RTGS,779423,Seven Lakh Seventy Nine Thousand Four Hundred Twenty Three,69256,Sixty Nine Thousand Two Hundred Fifty Six,710167,Seven Lakh Ten Thousand One Hundred Sixty Seven
94,94,072-18-000043,16-Oct-2018,13-Feb-2019,UGD Maintenance at Southern  Side in Ward No 72  of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,G.Mahendra (Sri Manojava Enterprises),8971497979,,First and Final,000415,16-Oct-2018,000034,08-Aug-2019,000113,13-Aug-2019,,           ,000134 / 02-Aug-2021 in RTGS,2165579,Twenty One Lakh Sixty Five Thousand Five Hundred Seventy Nine,208329,Two Lakh Eight Thousand Three Hundred Twenty Nine,1957250,Nineteen Lakh Fifty Seven Thousand Two Hundred Fifty 
95,95,072-18-000024,12-Oct-2018,26-Jan-2019,Providing Drinking water through tractor and Tanker at Eastern side ward limits  in ward no 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3334 Special Development works at Ward No.106.141.151.072 ( 04 wards Rs.6.00 Cr. Each),H.M.Ramaswamy,9740333878,,First and Final,000410,12-Oct-2018,000258,26-Feb-2019,000471,26-Feb-2019,,           ,000033 / 17-May-2021 in RTGS,4521146,Fourty Five Lakh Twenty One Thousand One Hundred Fourty Six,401734,Four Lakh One Thousand Seven Hundred Thirty Four,4119412,Fourty One Lakh Nineteen Thousand Four Hundred Twelve
96,96,072-18-000028,12-Oct-2018,26-Jan-2019,Providing Drinking Water Through Tractor and Tanker Western side ward Limits  in ward no 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3334 Special Development works at Ward No.106.141.151.072 ( 04 wards Rs.6.00 Cr. Each),H.M.Ramaswamy,9740333878,,First and Final,000409,12-Oct-2018,000257,26-Feb-2019,000472,26-Feb-2019,,           ,000033 / 17-May-2021 in RTGS,4521146,Fourty Five Lakh Twenty One Thousand One Hundred Fourty Six,401734,Four Lakh One Thousand Seven Hundred Thirty Four,4119412,Fourty One Lakh Nineteen Thousand Four Hundred Twelve
97,97,072-18-000052,12-Oct-2018,12-Nov-2018,Providing Depo Collection in Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Mohan Kumar N,9945700431,,First and Final,000407,12-Oct-2018,000215,15-Dec-2018,000410,17-Dec-2018,005955,30-Mar-2021,000002 / 08-Apr-2021 in RTGS,430433,Four Lakh Thirty  Thousand Four Hundred Thirty Three,32866,Thirty Two Thousand Eight Hundred Sixty Six,397567,Three Lakh Ninety Seven Thousand Five Hundred Sixty Seven
98,98,072-19-000017,04-Oct-2018,11-Jun-2021,Providing Consultancy Services for Preparation of Detailed Project Report (DPR) for the Work Providing Concrete Drain at Telecom Layout & Surrounding area in W-72 Herohalli Kengeri Division P-0190 (Works Sanctioned by Hon Mayor),072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,ACCORD CONSULTANTS,9538136111,,First and Final,000403,04-Oct-2018,000060,17-Nov-2021,000174,06-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,97940,Ninety Seven Thousand Nine Hundred Fourty ,9794,Nine Thousand Seven Hundred Ninety Four,88146,Eighty Eight Thousand One Hundred Fourty Six
99,99,072-18-000041,04-Oct-2018,18-Jun-2019,Providing Project Management and Consultancy Services for the 2017-18 POW Works under P-1771 (POW zone Works) in Ward No-72 Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,MECADEZ CORE TECHNOL,9538136111,,First and Final,000405,04-Oct-2018,000080,28-Jan-2020,000381,19-Mar-2020,,           ,000112 / 17-May-2022 in RTGS,138650,One Lakh Thirty Eight Thousand Six Hundred Fifty ,13865,Thirteen Thousand Eight Hundred Sixty Five,124785,One Lakh Twenty Four Thousand Seven Hundred Eighty Five
100,100,072-16-000001,10-Feb-2021,16-Mar-2021,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000149,16-Mar-2021,000148,16-Mar-2021,,           ,000082 / 18-Jun-2021 in RTGS,1170451,Eleven Lakh Seventy  Thousand Four Hundred Fifty One,68890,Sixty Eight Thousand Eight Hundred Ninety ,1101561,Eleven Lakh One Thousand Five Hundred Sixty One
101,101,072-16-000001,10-Feb-2021,16-Mar-2021,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Final,000046,28-Sep-2018,000153,16-Mar-2021,000152,16-Mar-2021,,           ,000082 / 18-Jun-2021 in RTGS,280349,Two Lakh Eighty  Thousand Three Hundred Fourty Nine,34516,Thirty Four Thousand Five Hundred Sixteen,245833,Two Lakh Fourty Five Thousand Eight Hundred Thirty Three
102,102,072-16-000002,10-Feb-2021,16-Mar-2021,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000150,16-Mar-2021,000149,16-Mar-2021,,           ,000082 / 18-Jun-2021 in RTGS,1206516,Twelve Lakh Six Thousand Five Hundred Sixteen,71012,Seventy One Thousand Twelve,1135504,Eleven Lakh Thirty Five Thousand Five Hundred Four
103,103,072-16-000002,10-Feb-2021,16-Mar-2021,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Final,000047,28-Sep-2018,000154,16-Mar-2021,000153,16-Mar-2021,,           ,000082 / 18-Jun-2021 in RTGS,277377,Two Lakh Seventy Seven Thousand Three Hundred Seventy Seven,34196,Thirty Four Thousand One Hundred Ninety Six,243181,Two Lakh Fourty Three Thousand One Hundred Eighty One
104,104,072-16-000001,28-Sep-2018,09-Dec-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000088,09-Dec-2020,000087,09-Dec-2020,003422,11-Dec-2020,000230 / 15-Dec-2020 in RTGS,354554,Three Lakh Fifty Four Thousand Five Hundred Fifty Four,46599,Fourty Six Thousand Five Hundred Ninety Nine,307955,Three Lakh Seven Thousand Nine Hundred Fifty Five
105,105,072-16-000002,28-Sep-2018,09-Dec-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000089,09-Dec-2020,000088,09-Dec-2020,003423,14-Dec-2020,000230 / 15-Dec-2020 in RTGS,364772,Three Lakh Sixty Four Thousand Seven Hundred Seventy Two,47710,Fourty Seven Thousand Seven Hundred Ten,317062,Three Lakh Seventeen Thousand Sixty Two
106,106,072-16-000001,28-Sep-2018,11-Sep-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000077,11-Sep-2020,000076,11-Sep-2020,003007,27-Nov-2020,000218 / 01-Dec-2020 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,33747,Thirty Three Thousand Seven Hundred Fourty Seven,232170,Two Lakh Thirty Two Thousand One Hundred Seventy 
107,107,072-16-000002,28-Sep-2018,11-Sep-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000078,11-Sep-2020,000077,11-Sep-2020,003008,27-Nov-2020,000218 / 01-Dec-2020 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,34583,Thirty Four Thousand Five Hundred Eighty Three,238996,Two Lakh Thirty Eight Thousand Nine Hundred Ninety Six
108,108,072-16-000001,28-Sep-2018,17-Jun-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000021,17-Jun-2020,000021,17-Jun-2020,001175,25-Jun-2020,000103 / 29-Jun-2020 in RTGS,354554,Three Lakh Fifty Four Thousand Five Hundred Fifty Four,50599,Fifty  Thousand Five Hundred Ninety Nine,303955,Three Lakh Three Thousand Nine Hundred Fifty Five
109,109,072-16-000002,28-Sep-2018,17-Jun-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000024,17-Jun-2020,000024,17-Jun-2020,001178,25-Jun-2020,000103 / 29-Jun-2020 in RTGS,364772,Three Lakh Sixty Four Thousand Seven Hundred Seventy Two,51410,Fifty One Thousand Four Hundred Ten,313362,Three Lakh Thirteen Thousand Three Hundred Sixty Two
110,110,072-16-000001,28-Sep-2018,22-Jan-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000150,22-Jan-2020,000150,22-Jan-2020,008141,28-Jan-2020,000366 / 28-Jan-2020 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,33447,Thirty Three Thousand Four Hundred Fourty Seven,232470,Two Lakh Thirty Two Thousand Four Hundred Seventy 
111,111,072-16-000002,28-Sep-2018,22-Jan-2020,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000151,22-Jan-2020,000151,22-Jan-2020,008142,28-Jan-2020,000366 / 28-Jan-2020 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,34282,Thirty Four Thousand Two Hundred Eighty Two,239297,Two Lakh Thirty Nine Thousand Two Hundred Ninety Seven
112,112,072-16-000001,28-Sep-2018,30-Oct-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000120,30-Oct-2019,000120,30-Oct-2019,006143,07-Nov-2019,000258 / 08-Nov-2019 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,33447,Thirty Three Thousand Four Hundred Fourty Seven,232470,Two Lakh Thirty Two Thousand Four Hundred Seventy 
113,113,072-16-000002,28-Sep-2018,30-Oct-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000119,30-Oct-2019,000119,30-Oct-2019,006142,07-Nov-2019,000258 / 08-Nov-2019 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,34283,Thirty Four Thousand Two Hundred Eighty Three,239296,Two Lakh Thirty Nine Thousand Two Hundred Ninety Six
114,114,072-16-000001,28-Sep-2018,28-Sep-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000066,16-Jul-2019,000066,16-Jul-2019,003923,23-Jul-2019,000123 / 24-Jul-2019 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,33447,Thirty Three Thousand Four Hundred Fourty Seven,232470,Two Lakh Thirty Two Thousand Four Hundred Seventy 
115,115,072-16-000002,28-Sep-2018,28-Sep-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000065,16-Jul-2019,000065,16-Jul-2019,003922,23-Jul-2019,000123 / 24-Jul-2019 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,34283,Thirty Four Thousand Two Hundred Eighty Three,239296,Two Lakh Thirty Nine Thousand Two Hundred Ninety Six
116,116,072-16-000001,28-Sep-2019,27-Sep-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000029,10-May-2019,000029,10-May-2019,001832,21-May-2019,000055 / 21-May-2019 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,33447,Thirty Three Thousand Four Hundred Fourty Seven,232470,Two Lakh Thirty Two Thousand Four Hundred Seventy 
117,117,072-16-000002,28-Sep-2018,27-Sep-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000028,10-May-2019,000028,10-May-2019,001831,21-May-2019,000055 / 21-May-2019 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,34284,Thirty Four Thousand Two Hundred Eighty Four,239295,Two Lakh Thirty Nine Thousand Two Hundred Ninety Five
118,118,072-16-000001,01-Sep-2018,31-Aug-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateswara Electricals Prop.K.M Raju,9845695444,,Running,000046,28-Sep-2018,000132,23-Jan-2019,000133,23-Jan-2019,000813,23-Apr-2019,000029 / 25-Apr-2019 in RTGS,354554,Three Lakh Fifty Four Thousand Five Hundred Fifty Four,47359,Fourty Seven Thousand Three Hundred Fifty Nine,307195,Three Lakh Seven Thousand One Hundred Ninety Five
119,119,072-16-000002,01-Sep-2018,31-Aug-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),Venkateshwara Electricals Prop. K M Raju,9845695444,,Running,000047,28-Sep-2018,000131,23-Jan-2019,000132,23-Jan-2019,000812,23-Apr-2019,000029 / 25-Apr-2019 in RTGS,364772,Three Lakh Sixty Four Thousand Seven Hundred Seventy Two,48492,Fourty Eight Thousand Four Hundred Ninety Two,316280,Three Lakh Sixteen Thousand Two Hundred Eighty 
120,120,072-18-000002,09-Feb-2018,10-Feb-2018,Consultancy Services for project management including supervision and quality control for the work of Sinking Energizinsing and Commissining of Borewells in Herohalli  Ward Area in Ward No. 72,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor, M/s.Civil Quality Consultants & Engineers,8553518550,,First and Final,000306,22-Sep-2018,000136,22-Sep-2018,000317,26-Sep-2018,006620,04-Dec-2019,000300 / 10-Dec-2019 in RTGS,99300,Ninety Nine Thousand Three Hundred ,9930,Nine Thousand Nine Hundred Thirty ,89370,Eighty Nine Thousand Three Hundred Seventy 
121,121,072-16-000030,05-Dec-2016,07-Apr-2018,"Providing Consultancy Services for Construction, Supervision Project Management Services Including Proof Checking Construction, Supervision, and Quality Control for the Work of Construction of  RCC Drain and Covering Slabs and other Infrastructure works in ward no-72 of Herohalli Sub division",072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3089 Special Development works in 7 CMC and 1 TMC area in BBMP, CIVIL EXPERTS CONSU,9986551818,,First and Final,000305,20-Sep-2018,000138,22-Sep-2018,000316,26-Sep-2018,,           ,000430 / 30-Mar-2022 in RTGS,185495,One Lakh Eighty Five Thousand Four Hundred Ninety Five,3710,Three Thousand Seven Hundred Ten,181785,One Lakh Eighty One Thousand Seven Hundred Eighty Five
122,122,072-18-000041,19-Sep-2018,09-Nov-2018,Providing Pot Hole Filling in Herohalli Ward Limits in Ward No 72 Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Pavan Kumar S N,9535545766,,First and Final,000269,19-Sep-2018,000188,04-Dec-2018,000376,04-Dec-2018,005918,29-Mar-2021,000002 / 08-Apr-2021 in RTGS,883757,Eight Lakh Eighty Three Thousand Seven Hundred Fifty Seven,42862,Fourty Two Thousand Eight Hundred Sixty Two,840895,Eight Lakh Fourty  Thousand Eight Hundred Ninety Five
123,123,072-18-000048,19-Sep-2018,09-Nov-2018,Protection of BBMP Property in Herohalli Ward Limits in Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,T.N. Lakshman Gowda,9980187548,,First and Final,000267,19-Sep-2018,000183,29-Nov-2018,000370,30-Nov-2018,,           ,000013 / 29-Apr-2021 in RTGS,936846,Nine Lakh Thirty Six Thousand Eight Hundred Fourty Six,45372,Fourty Five Thousand Three Hundred Seventy Two,891474,Eight Lakh Ninety One Thousand Four Hundred Seventy Four
